dic_gloss,synonyms,sid,FSW
Cabrera (Santander),cabrera (santander),1109,M542x528S29d0a484x507S15d50459x499S2a208474x472S2a204496x487S2a208519x472
cada uno,"individualmente, uno a uno, individuo por individuo",101,AS1f540S1f548S20e00S22f04S26626M531x530S1f548468x487S1f540480x470S20e00488x499S22f04480x516S26626501x489
cadena,,865,AS1ce10S28336S20a00S2fb01S1ce48S2834aM552x525S1ce10466x475S1ce48448x477S20a00462x509S28336509x486S2834a489x507S2fb01490x494
café,,310,M557x532S2ff00482x483S20500504x501S1d441518x486S2c304530x508
Caín,Cain,186,AS16d17S30005S20600M536x531S30005482x482S16d17516x504S20600495x520
caja de herramientas,,1112,M554x568S14e50506x440S14e58470x439S22a00514x474S22a10475x474S2c300528x461S2c311447x460S2fb00495x432S11549486x497S10041503x501S23004505x536S23014477x528S2fb04489x562S2f700491x550
calculadora,,586,AS14e51S22621S2e501S15d39S21400S20600M526x545S15d39487x455S14e51498x462S22621474x484S20600488x524S21400492x540S2e501489x492
calibrador,calibradora,627,AS1ec40S31400S21410S20500S1eb10S22a04S2e00fS15a18S2f900M545x586S31400482x483S1ec40522x484S20500522x507S21410519x520S15a18482x534S1eb10496x541S2e00f525x552S22a04506x566S2f900482x565
California (Santander),california (santander),1110,M522x527S19c50478x473S2a500501x494
callado,,969,M518x533S35300482x483S10010485x503S20500504x519
calvo,"pelado, lampiño, alopecia, pelona, calvicie, pelonía, pelón",135,AS15d12S2031aS21100S35300M526x565S35300482x482S2031a493x550S15d12493x528S21100513x551
cámara fotográfica,,587,AS1ed10S21600S1ed18S35300S33540S33550M530x519S33540513x495S35300483x482S21600472x466S1ed18456x477S1ed10488x477S33550470x497
camarón,,311,M517x526S10a40502x499S21900503x485S2fa00505x474S26502483x512
caminar,andar,231,AS11250S22510S26500S15d38S21400S20500M522x532S15d38478x483S11250503x499S26500502x467S21400490x527S20500493x512S22510499x484
camión,"camión jaula, camión estaca",1061,AS16d10S26505S16d18S26511S21414S20500S21410S15811S15819S20700S26d0aS26d1eM534x567S15811498x516S15819469x517S20700490x496S26d0a515x540S26d1e466x540S16d10497x454S16d18487x448S20500522x453S26505515x477S26511472x434S21414518x439S21410519x467
camión,,1064,AS16d10S16d18S21414S21410S20500S26505S26511M531x528S21410516x505S21414515x477S26511469x472S20500519x491S26505512x515S16d10494x492S16d18484x486
camión,camión cisterrna,1063,M532x571S21410517x460S21414516x432S26511470x427S20500520x446S26505513x470S16d10495x447S16d18485x441S20710479x556S2f900491x526S12d02498x531S17654487x534S33c00482x483
campo semántico,,610,AS22234S22a04S17730S2f900S14c0aM526x527S14c0a474x484S17730502x512S2f900483x473S22234500x505S22a04508x486
canal,,838,AS16d10S2c100S20500S21410S16d18M518x530S16d18483x509S16d10483x486S20500506x506S21410503x522S2c100493x470
canoso,"rucio, entrecano",136,AS1c510S30f00S35d00S21100S26504M545x537S26504528x522S35d00482x482S21100528x504S1c510515x473S30f00482x482
cansado,"fatigado, exhausto, rendido, molido, agotado, extenuado",232,AS18003S20500S2c300S1800bS20500S2c311M554x520S18003504x484S1800b475x484S20500508x509S20500482x509S2c300528x479S2c311446x479
capa de red,network layer,469,AS15a50S15a5aS21400S20e00S26502M525x519S15a50513x482S15a5a484x482S21400494x514S20e00495x498S26502476x498
Capernaum,,66,AS20304S15a16S21100M519x515S15a16492x503S20304498x485S21100480x485
Capitanejo (Santander),capitanejo (santander),1117,M532x631S15d16476x549S18551480x527S24104504x525S21100508x597S26500506x575S14c50476x579S15d16475x612S21400506x614S20500467x532S35a04495x482S35d00469x483
cara,"rostro, faz, semblante, fisonomía",137,AS10b01S2ff00S21410S2e305M541x544S2ff00482x482S2e305488x487S10b01520x503S21410523x536
Caracas,,1149,AS16d10S26a02M509x527S16d10492x473S26a02495x500
carbohidrato,carbohidratos,1073,AS26506S16d18S2f900S11941M529x519S16d18471x491S2f900474x482S26506514x495S11941486x498
Carcasí (Santander),carcasí (santander),1118,M554x525S2ff00482x483S1dc21517x488S20500514x514S26500532x470S1f110525x450
cardinal,cardinalidad,1208,AS16631S26500S15731S16c48S2f900M521x535S16c48479x486S16631497x511S15731489x465S26500503x490S2f900482x511
carne,,312,M584x530S33b00482x483S11821504x500S11021555x497S26a06538x497S20e00508x518
Carta (Santander),charta (santander),1123,AS17730S22a04S20500S1531aM520x525S1531a495x510S17730480x491S22a04503x476S20500505x494
casa,,256,M524x519S15a11501x496S15a19475x496S20600489x481
castigar,,40,M523x533S37602498x467S10011502x493S20e00489x508S22a03476x519S2f900490x525
catorce,14,405,AS1f701S2df0fS14420M526x528S1f701475x484S2df0f487x504S14420504x473
