dic_gloss,synonyms,sid,FSW
český (UPOL),česko,2494,M533x542S30004482x483S15d01489x519S20e00514x512S26506518x524
cesta,,1085,M518x544S11548481x498S11540503x498S2dd26490x455S2fb00492x538
cesta A (UPOL),,3583,M534x535S15d40515x508S15d48467x507S26600515x466S26610472x467
cesta B (UPOL),,4774,M527x544S1ed2e473x518S1ed0e490x504S21400512x519S2dd06495x457
čestný A (UPOL),,3672,M541x559S30007482x483S18540512x487S18548466x524S2d200515x512S2d210477x536S33c00482x483
čestný B (UPOL),,3673,M521x520S36d00479x481S10a01478x494S20600454x497
cestování A (UPOL),,2833,M550x527S30004482x483S19a10522x498S2d706523x467S20500508x516S32a10482x483
cestování B (UPOL),,2834,M559x530S30004482x483S32a10483x483S19a10519x510S19a18521x448S2d706532x481S20500501x519S3770a520x465
cestovat B (UPOL),,2835,M526x539S36d00481x535S15d40507x506S15d48467x506S24820489x480S36d00477x461
cestovní pas A (UPOL),,3674,M526x534S15d48474x483S1ed40488x489S20e00491x514S28803498x466S28805506x514
cestovní pas C (UPOL),,3675,M544x540S36d00479x461S36d00479x510S11803500x502S1180b476x501S20500493x529S26904528x506S26914457x503
CH,,2277,M512x513S13510488x488
chalupa (UPOL),,4104,M541x604S30007482x483S11801514x481S2df0f521x510S34c00482x483S20500506x470S15d48480x550S15d40502x550S23904519x573S2391c462x574
chápat A (UPOL),pochopit A (UPOL),3505,M548x550S2ff00482x483S26504528x516S20320528x535S15020523x482
chápat B (UPOL),pochopit B (UPOL),3506,M543x528S2ff00482x483S15020518x497S20320523x461S26500523x480
charakter (IMoTeSP),,1024,M553x547S36d00479x454S1dc1f475x460S20600458x466S1ed26534x483S22b04534x517
charakter 2 (IMoTeSP),,1023,M546x552S36d00479x449S1dc1f475x455S20600458x461S14c20497x502S2e601517x518
chata (UPOL),,4105,M541x534S30007482x483S34c00482x483S11801514x481S20500506x470S2df0f521x510
chceš,"chcete, chtít, chci, chceme",5857,M546x536S30d00482x483S10a00500x510S20500519x508S26500532x504
chceš^,,1959,L534x539S10a00497x513S30e00482x483S20600512x508S30004482x483
chemie (biol),,2054,M549x532S19a50521x501S19a58452x507S2a500522x469S2a518458x474S2fd04492x526
chemie 2 (biol),"laboratoř+, laboratorní",2285,M543x533S2fd04492x525S1ea40519x506S2a500522x468S2a518458x473S1ea48459x512
chemie A (UPOL),,3676,M549x532S19a50521x501S19a58452x507S2a500522x469S2a518458x474S2fd04492x526
chemie B (UPOL),,3677,M543x533S2fd04492x525S1ea40519x506S2a500522x468S2a518458x473S1ea48459x512
chemie C (UPOL),,5371,M540x532S20350523x506S20358463x512S2a500519x468S2a518461x474S2fd04490x526
Chile (UPOL),,2836,M524x520S36d00479x480S1ce10502x490S20500489x505
chladnokrevný A (UPOL),,3678,M542x562S20340503x540S20348476x540S26a02528x535S26a16454x535S34600482x483
chlapec (UPOL),,3679,M520x518S2ff00482x483S18111496x488S20600460x484
chléb,,5735,M520x598S34700482x483S15d39480x550S15d32491x550S21100493x529S2df0e500x574
chléb (UPOL),,4554,M527x526S15d39474x491S15d33504x503S21100484x474S2d60e484x490S15a31504x477
chléb A (UPOL),,5370,M525x532S15d39478x495S17f33487x469S2d50a506x493S20500475x483S20500490x518S17f31494x511
chlubit se A (UPOL),vychloubat se,3507,M549x599S34600481x483S36d00479x532S11e10505x547S11e18472x546S20e00465x549S20e00523x550S2eb08534x551S2eb44446x551S2fc04494x588
chlubit se B (UPOL),urazit se,3508,M551x578S35100481x489S36d00479x533S11e10505x548S21100522x547S30150494x477S22a00538x545
chlubivý A (UPOL),,3687,M549x598S2fc04494x587S36d00479x531S11e10505x546S11e18472x545S20e00465x548S20e00523x549S2eb08534x550S2eb44446x550S35100483x483
chlupatý C (UPOL),,3356,M536x560S30003482x483S30005482x483S15210513x495S15218474x495S22f04511x529S22f14473x529S18510511x545S18518472x545S2f700497x521
chlupy B (UPOL),,3158,M552x530S37906484x522S20356523x515S15252463x502S22104449x512S22a07491x494S22a07517x498S22104503x511S18552506x470S18552537x471
chlupy B (UPOL),,3159,M576x528S36d00479x479S15201508x487S15209469x488S26f00536x494S26f10429x493S2fb00464x519S20500498x497S18500545x476S18508440x473S2fb00524x520S22a24496x513
chobotnice (UPOL),,3357,M555x542S37142472x458S15d50521x489S15d58453x488S23700516x521S23710445x521S2fd00484x510
chodba (UPOL),,4110,M538x588S34400482x483S15d10519x504S15d18462x504S25504519x535S25514468x535S15d40519x561S15d48461x561
chodit (UPOL),rande (UPOL),3623,M528x523S1f540504x499S1f548486x499S20500497x494S26a00501x478S26a10473x478
cholerik (UPOL),,3690,M550x518S32a10482x483S17610520x480S17618463x479S15218466x422S15210519x422S26f00510x459S26f10452x457S2f700494x464
Chomutov (UPOL),,5372,M537x539S11559464x514S11520522x461S22b03499x491S20500483x499S11551485x514
Chorvatsko,,598,M572x529S36d00479x472S14500507x488S20e00545x477S22b04544x499S22b06542x502
Chorvatsko (UPOL),,2837,M521x521S36d00479x480S14e01468x490S2330a439x491
choulostivý (UPOL),,3692,M536x574S1a711489x540S15a1a474x562S22a03497x525S22b07512x523S20500474x548S32c00469x483S34c00496x483
chov (UPOL),,3358,M522x532S11540507x501S11548479x502S2ec20495x469
chování,"chovani, chovat se A (UPOL)",1917,M556x541S36d00477x460S36d00481x537S18210483x473S18214468x502S2f900475x524S2f900511x524S26526491x519S26526527x519S2f900545x524
chování,,1746,M538x520S2892a509x485S22a24493x483S18106462x508S18112463x480
chování,slušný,1139,M574x536S15d10510x509S36d00479x496S20f00534x464S22b04537x490S22b04558x491
chování (Praha),,1140,M550x526S17116453x509S17112450x484S22a04488x474S22a10487x498S26526512x487S26526535x488
chránit (UPOL),ochrana,3510,M524x538S15a0b477x515S15a0d501x515S2df1e476x485S2df06503x485S15a2d501x462S15a2b476x462
chřipka (UPOL),,2435,M518x562S33100482x483S1e502491x503S22f04493x522S1ea00492x541
chromatida (biol),,2057,M537x528S10020480x498S10028464x498S20600467x483S28809494x482S10020522x473
chromozom (biol),,2060,M518x581S10020501x551S10028484x551S20600489x538S34400482x483
chromozom 2 (biol),,2061,M518x588S34400482x483S10e01475x540S10e09492x540S3770b475x566S37703496x564
chromozom 3 (biol),,2062,M518x583S34400482x483S10019482x552S10011494x553S20600488x540
chtít,"chci, chci2",1014,M540x540S26600524x489S30f00482x483S30004482x483S20500516x513S10a00498x514
chtít,"chtit, chceš, chci, chce",1863,M534x550S34100482x482S20500495x509S10a00499x524S26500520x531
chtít,chci,731,M528x536S10a00497x510S26500514x509S2ff00482x482
chtít A (UPOL),chceš?,3512,M527x542S10a00496x516S26500513x515S30a00482x486S30825492x479
chtít A (UPOL),chci,3511,M528x537S10a00497x511S26500514x510S2ff00482x483
chudý (UPOL),ubohý B (UPOL),3693,M519x520S17030481x488S27102504x480
chuligán (UPOL),,3695,M522x534S37909481x475S37906482x515S16d10486x503S21400491x529S20500479x522S26500496x485S20310497x466
chvilka (UPOL),chvíle,3089,M542x528S33b00482x483S1f137512x498S22113523x492S20600515x478
chyba,,1271,M526x527S10051496x505S10059473x506S22b04506x472S20b00491x486
chyba,,613,M520x530S10058479x500S10012490x471S20b00486x485S22b04504x490
chyba,vada,1145,M527x533S10051497x512S10059472x512S22a04498x467S20c00485x491
chyba (UPOL),,3548,M528x535S10059472x502S10051498x502S20b00495x484S22a04496x465S22a04495x520
chybět (UPOL),,3513,M528x531S10051498x510S10059473x510S22a04503x470S20c00489x489S22a04489x470
chybí (UPOL),,3563,M543x521S10059458x491S10051480x491S20600488x479S22c04510x479S22c04527x479
chyby,závady,1377,M542x521S10059457x491S10051479x491S20600487x479S22c04509x479S22c04526x479
chytit (UPOL),,3484,M541x539S14c40517x508S14c48487x507S26601505x481S26611472x483S20340489x461S20348460x462
chytrý A (UPOL),,3698,M557x602S30007482x438S10011518x445S32a10482x527S20500513x432S20301520x565S37703535x580S22f03508x577
chytrý B (UPOL),"inteligentní (UPOL), moudrý (UPOL)",3700,M545x518S30007482x483S1c510515x473S20600500x469
chytrý C (UPOL),,3703,M531x518S33c00482x483S30007482x483S16c10511x469S20500521x493
cibule,,1802,M590x556S2ff00482x482S23600551x539S18510517x498
cihla (UPOL),,4112,M588x600S36100482x483S1ed1c491x549S1ed1c562x549S1ed14533x549S1ed44462x549S20500557x536S20500485x536S27902564x576S27902493x576S2791a533x576S2791a462x575
cihla A (UPOL),,3706,M532x523S1ed1c501x478S1ed14471x478S27902508x498S2791a469x499
cihla B (UPOL),,3707,M534x526S1ed10498x507S1ed18471x506S27a16466x475S27a0e506x475
cíl,,1599,M521x543S15d38479x466S1c550491x469S20500498x456S26600502x513
cíl (biol),až,2033,M520x532S15d39483x482S1c551495x471S20500481x469S25a00503x502
cíl (UPOL),,2838,M521x536S15d39481x513S20500479x502S1c551496x498S25604498x464
čilý A (UPOL),,3709,M556x566S33f00482x483S20331509x540S20337470x540S2e515444x539S2e50d533x539
Čína,,206,M523x521S36d00479x480S10002479x487S21100479x506S22a06494x506S22a04510x506
Čína (UPOL),,2839,M524x530S36d00479x470S10002479x478S21100479x494S23d04497x496
činidlo (biol),,2063,M513x527S20310487x512S10050491x488S2ea20498x473
činnost,akce,1199,M527x536S10040512x492S10048473x492S2db16477x465S2db0e507x464S2fb04496x530
činnost (UPOL),akce,3514,M527x536S10040512x492S10048473x492S2db16477x465S2db0e507x464S2fb04496x530
cirkulárka (UPOL),,3712,M536x658S10002506x553S2eb00486x540S33c00482x483S17250510x637S17258469x638S26a00501x614S26a10464x614
číše A (UPOL),,4136,M518x590S34600482x483S14e01487x563S2ea0a488x545
čislice (IMoTeSP),,222,M547x603S2ff00482x482S1f510493x520S21a10522x491S21a10535x490S1ed10489x584S26500497x563
číslice (IMoTeSP),,995,M562x599S33b00482x482S1f510525x501S26500525x476S14c10520x439S21f10550x469S20500495x502S22a04526x584S1f046524x548
číslo_B (IMoTeSP),,419,M522x572S20318488x557S20310494x541S20500512x551S36100482x483
číslo_P (IMoTeSP),,253,M557x517S33b00482x482S1f510524x499S26500524x475S14c10520x439S21f00545x483S20500495x502
číslovky - příklady,,5146,
číšník,,5781,M554x549S34500482x483S15d37522x526S2ea06529x507
čísník (UPOL),,4765,M557x524S36d00479x510S15d36530x505S2df07530x476
číšník A (UPOL),,3714,M552x529S15d36525x510S2d507527x484S2ff00482x483
číšník B (UPOL),,3716,M550x521S19a40492x501S19a48451x500S28b2a506x480
číšník C (UPOL),,3718,M531x520S37809469x480S37806469x510S1ed42481x489S2c300505x480S20304500x505
číst,,1699,M527x523S15d37472x494S10e3f497x476S26605476x501S20e00498x498
číst,čtu,36,M518x585S15d39456x524S10e31463x530S32103482x482S20e00484x557S26505497x572
číst,čtu,612,M528x531S15d39472x470S10e31479x476S26a05507x510S20e00500x503
číst A (UPOL),,3515,M518x588S15d39456x525S10e31463x531S32103482x483S20e00484x558S26a05492x567
číst B (UPOL),,3516,M519x584S15d39456x525S10e51463x531S32103482x483S2dd09488x554
číst C (UPOL),,3517,M543x575S10040474x545S26806493x540S32406482x489S30356498x477
číst D (UPOL),,4577,M522x603S15d08469x533S10050481x539S22b04506x573S10050507x539S22b04480x573S32104482x483
čistý,,716,M547x521S15d02492x483S15d0a480x480S20500494x507S27100507x506S27114452x505
čistý (UPOL),,3111,M523x548S15d02489x468S15d0a485x471S15d0a485x525S15d02491x529S21100491x453S21100496x513S26506508x453S26512477x514
cit A (UPOL),,3719,M535x527S15d5a477x508S15d52489x497S21100473x491S21410520x498S2890e466x473
cítit,,1074,M518x592S36100482x488S30302482x477S15a12490x568S15a1a481x580S26602488x542S21100471x544
cítit,pocit,2322,M526x585S14c0a478x562S14c02495x554S21100465x541S26602481x530S30f00482x483
cítit A (UPOL),,3597,M533x545S33100482x483S14c52456x511S26706491x516S22532441x503S33530476x489
cítit B (UPOL),,3598,M526x537S33300482x483S10001505x507S20500495x501
cítit C (pocit) (UPOL),,3596,M518x592S36100482x488S30302482x477S15a12490x568S15a1a481x580S26602488x542S21100471x544
citron,,5846,M546x518S34800482x483S1ee20511x476S22134514x468
cizí A (UPOL),,3722,M540x518S30007482x483S11021511x472S20600489x469S36100483x483
cizí B (UPOL),,3723,M553x570S36100482x483S20300510x555S37806478x562S11820498x526S20e00524x543S26a06539x529
člen,,1265,M521x534S1ea0e500x510S1ea06479x511S20500494x499S22b24491x466
člověk,,686,M536x560S30005482x483S20310521x497S22b04519x530S20e00522x515
člověk (UPOL),,2586,M536x548S30005482x483S1f810518x501S20e00520x518S22a04520x533
člověk B (UPOL),,3724,M540x525S36d00479x476S15402488x494S2e500517x498S21100494x511
co,,379,M537x575S30100482x477S31400482x488S1ce30497x531S27102522x535
co,,5858,M552x581S1d530511x540S27102537x541S34400482x489S30150490x476S30154501x477
co,něco,138,M520x522S1ce30480x478S27102505x482
co (UPOL),,3599,M537x575S30100482x477S31400482x488S1ce30497x531S27102522x535
čočka,,550,M519x517S19222500x496S19208482x497S21100499x482
čokoláda,,2227,M521x521S20349483x500S10e41480x479S21100508x489
čokoláda,,471,M522x523S20300507x508S10e40502x477S21100487x493S37706478x515
cop (UPOL),,2436,M553x616S36d00479x530S1ea10530x526S1ea18511x537S29804535x553S2981c525x562S2fd00527x610S30102485x477
couvat (UPOL),couvat (auto apod.),3600,M511x541S15a50492x460S2de0a490x491
čpavek (biol),smrdět A (UPOL),2067,M532x559S17717509x502S2490c513x523S33400482x483
čpavek 2 (biol),"kyselý (biol), hořký (biol)",2068,M548x529S33400482x483S2e500525x502S15300506x503
CSS (IMoTeSP),,876,M588x516S1ed18412x483S1ed18464x485S1ed10491x497S1ed18536x483S1ed10562x494S2f900416x510
čtverec (UPOL),,2713,M535x524S10050502x477S10058485x477S24202513x498S2421a466x500
čtverec A (UPOL),,3775,M529x530S10a50501x471S10a58472x471S27902505x506S2791a472x506
čtverec B (UPOL),,4497,M535x530S10051500x471S10059470x471S24402502x497S2441a465x497
čtverec C (UPOL),,4754,M534x551S10050501x521S10020501x450S24402501x485S2441a466x485S10058484x521S10028484x450
čtverec D (UPOL),,5062,M529x531S10a20502x470S10a28473x470S24302502x502S2431a472x502
čtverec E (UPOL),,5077,M584x508S1ef10502x493S1ef18470x493S1f410555x493S1f418417x493S22a12450x494S22a06536x494
čtverec F (UPOL),,5079,M528x589S35b04482x483S10a20501x529S10a28472x529S24302501x560S2431a471x560
čtvereček (UPOL),,3762,M525x585S30d00482x483S1ed40499x537S1ed48473x536S24202498x561S2421a473x560
čtvereční metr B (UPOL),,5666,M528x546S15d39480x470S15d39478x510S1ed51485x455S1ed55472x520S21410493x538S21410513x466S20500505x477S20500503x525
čtvrtek,,137,M549x535S19a40501x498S19a48469x498S2e200504x465S2e218472x466S26712451x519S26706507x519
čtvrtek,,709,M573x538S19a50501x499S19a58469x499S26706531x501S26712427x503S2a508506x463S2a510471x461S2fb04492x532
čtvrtek A (UPOL),,2430,M551x612S19a50503x566S19a58471x566S26706509x587S26712453x587S2a500507x530S2a518475x529S2fb04493x606S36100482x483
čtvrtek B (UPOL),,2431,M547x535S20350511x502S26706505x519S2e200507x465S2e218475x466S26712454x519S20350477x502
čtyři hodiny,,650,M531x516S14401469x483S2e408502x483
čtyři měsíce,,129,M513x525S14450491x475S22f04488x511
ctyri-roky,,526,M523x516S14401477x484S2e800508x484
cukr,sacharid (biol),409,M533x524S1dc40491x477S20600511x506S20308493x509S37706468x516
cukr (biol),,2190,M527x521S20308486x506S1dc02474x480S20600505x504
cukrář (UPOL),,3726,M555x583S2ff00482x483S14c01501x504S14c09469x504S2240f501x527S22407476x525S22a24490x558S2fb04490x577S2fd00532x514
cukrovka (UPOL),,2437,M524x602S30004482x483S20304494x587S1dc02485x564S1dc01501x516S22a04503x550S20600470x578
cvakat zubama (UPOL),,2798,M541x517S14f18460x501S14f14459x484S20600494x495S20600519x495S2f700515x485
cvičit A (UPOL),trénovat,3603,M547x558S36100482x483S1fa10515x543S1fa18464x543S26f00507x524S26f10448x524
cvičit B (UPOL),tělocvik,3604,M540x523S15a56480x503S15a52492x485S26a06526x477S26a12461x496
cvočky A (UPOL),,3727,M543x526S1f502485x502S1f550497x495S20600469x494S20500457x494S26726501x475S2fb00478x482S37706460x518
cvočky B (UPOL),,3728,M521x532S36d00479x469S1f552500x480S20612492x495
cyklický (biol),,2069,M539x587S34800482x483S1001a475x552S10050504x557S2e401510x544
cyklický (biol),,532,M532x525S10012496x475S1001a468x480S2e408503x492
cyklický 2 (biol),,2070,M521x617S34800482x483S1ce48481x550S1ce10499x550S20800477x581S2e420486x584
cyklus (IMoTeSP),,192,M523x516S10002493x489S2eb00478x484
cyklus v2 (IMoTeSP),,1,M532x519S1440a467x494S10002502x481S2eb00499x487
cytóza (biol),,2095,M533x537S14c30468x465S14c38509x464S20330512x521S20338474x522S26504513x500S26514474x502
D,,164,M520x518S10018491x488S1ed10494x483S20500479x487
D,,182,M517x513S15a18484x486S16c10497x490
D,,2276,M508x523S10110492x478S2f900496x518
D (UPOL),,3662,M521x518S10018492x488S1ed10495x482S20500480x484
D_prohlizec,,1842,
D_souradnice,,1839,
dá-mi,"dát-mi, dá mi, dá-mi2",1703,M542x514S36d00479x487S15d32496x495S26523529x489
dá-mi,,1657,M542x524S36d00479x477S15d32496x485S15d3a481x505S26523529x479
dál,,1741,M520x528S15d03497x501S15d0b480x505S2c600495x472
daleko,,51,M521x515S28300499x484S10040479x484
daleko,,714,M555x557S2a508534x524S10040510x523S26700534x515S30e00482x482
daleko (UPOL),,2840,M535x566S10040520x536S28700519x507S35c00482x483
dalekohled A (UPOL),,2841,M549x519S2ff00482x483S16d10507x484S16d18473x485S2a312448x470S2a30a527x471
dalekohled B (UPOL),,2842,M565x568S31620482x483S16d10522x518S16d18505x508S2a302486x520S2a31a543x512S2fb00519x548
dalekohled C (UPOL),,2843,M570x573S31620482x432S16d10524x462S16d18508x449S2a202496x470S2a21a544x462S34800483x534S16d10529x546S16d18515x553S26607548x531
dálnice A (UPOL),,3751,M539x528S19a20502x489S19a00470x473S2fc00496x517S26f00499x473S26f14461x498
dálnice B (UPOL),,3752,M538x527S18008465x474S18020506x492S26f00498x474S26f14462x495S2fc00493x516
dálnice C (UPOL),,3753,M539x536S10e08475x464S10e20507x488S27000499x468S27014462x498S2fc00491x525
dálnice D (UPOL),,3754,M537x538S15a10509x485S15a18484x478S27000497x462S27014464x507S2fc00499x527
dálnice E (UPOL),,3755,M541x564S30300482x477S15d10522x513S15d18464x514S27020485x546
další,"""hop""",1432,M544x521S11502514x506S1150a456x506S2b820486x479
další A (UPOL),,3756,M523x526S15d39493x500S17f5a478x492S20e00511x514S26907500x475
další B (UPOL),,3757,M528x530S15d39487x504S17f5a472x496S20e00505x518S27007491x471
další C (UPOL),,3758,M547x583S19a40519x547S30300482x477S27002498x543S2f700520x573
dám-ti,,558,L522x521S18546479x495S26607500x479
dám-ti,dám-ti2,585,L526x541S1854f478x503S18547498x495S2b801498x460S2f900475x536S2f900515x477
dám-ti,dám-ti3,996,L535x545S15d00515x518S15d08465x518S15d30516x456S15d38465x457S26720492x480
dám-ti-to,,1614,L526x597S18547506x570S18548469x566S2b857498x543S32105482x483
dáma (UPOL),,3759,M559x534S2ff00482x483S1ce30515x503S2eb00544x502
daň,,214,M522x532S17d35480x508S15d31499x498S20700478x468S26503489x484
daň,doklad,1088,M526x525S22b03502x474S20700474x478S16007475x502S15d01483x501
daň z příjmu (UPOL),,3760,M533x524S16039467x498S15d30483x498S26602503x501S20700470x477
Dánsko,,600,M537x511S11e02462x488S29a06502x494
Dánsko A (UPOL),,2844,M536x534S17d3f472x508S15d31489x493S22b03512x467S20700464x494
Dánsko B (UPOL),,2845,M537x520S36d00479x481S11e02470x497S29906505x504
darebák (UPOL),,3475,M538x528S37906487x510S37909487x473S20300491x505S37805506x514S20600465x512S21400493x523S26a04462x496
darebný (UPOL),,3761,M526x574S37906475x556S37909475x519S26a04450x542S37805494x560S20600453x558S21400481x569S20312481x553S32a00482x483S33c00482x483
darek,,980,M522x525S1ce01478x502S15d39482x474S2c300496x488S20500487x481
dárek,,1641,M521x522S15d39481x480S1ce31480x478S2b700502x499S20500509x482
dárek (UPOL),,2462,M527x522S15d39475x481S1ce31474x479S2c300501x499S20500503x483
darky,,981,M530x525S1ce01471x502S15d39475x474S2c400490x488S20500480x481
dát,"dat, dám",1864,M541x518S15a00480x490S15a00506x481S26900525x491S26910459x500
dát,,1926,M530x520S18524470x505S1852c505x504S26620492x479
dát,dám,1363,M534x602S16f00510x518S16f08465x517S15d30510x576S15d38471x575S26920494x530S30300482x477
dát,dávat,1099,M513x528S15d00493x501S2c300487x471
dát A (mně) (UPOL),"dát mi, dostat",3605,M549x520S15d31526x481S26503514x499S20500499x509S36d00479x492
dát B (někomu) (UPOL),dát mu,3606,M542x515S15d30458x485S26706478x490S2f900531x510
dát C (někomu) (UPOL),,3607,M521x532S15d31496x500S36d00479x492S20500500x521S26601463x491S15d30445x469
dát D (obecně) (UPOL),,3608,M513x529S15d00493x502S2c300487x472
dát dvěma,,1209,M530x525S18534469x510S1853b491x493S26500484x476S26507517x488
dát mi,dát mi 1,1170,M514x523S15d32487x477S26504494x508
dát mi,dát mi 2,1179,M549x520S15d31526x481S26503514x499S20500499x509S36d00479x492
dát mi,dát mi 3,1107,M536x519S18530511x481S18538463x481S26524494x504
dát mu,"předat-mu, dát-mu, předat mu",1665,M531x527S15d30512x501S15d38470x493S2b727498x473
dát_krabice,,1894,M529x580S17214472x560S1721c512x560S26620494x534S30a00482x482
dát_mi,dostat,1869,M521x523S15a31479x483S15a31498x477S26524496x508
dát-mi-balík-peněz,,1705,M517x532S15d39483x504S16c10495x497S2b704503x467S20500501x521
dát-mu2,dát mu,1015,L531x520S18530506x505S18538470x505S28922482x481
dát-mu3,dát-mu,1078,M544x540S15d00525x506S15d08483x513S15d31492x460S15d3f457x477S26721485x482
dát-mu4,,1820,L523x523S1f437477x493S2b707498x477
data programu (IMoTeSP),,308,M534x585S14c39475x435S14c51476x416S20600512x431S15d08478x521S18010489x529S20500465x542S20500465x516S20500465x529S22b04500x555
datový proud (IMoTeSP),,772,M533x587S14c39481x445S14c51478x413S20600511x441S14410508x539S14418470x538S2fb04496x581S26c10467x515S26c08506x513
datum A (UPOL),,2467,M513x530S17736491x510S15536487x470S22f04487x490
datum B (UPOL),,2469,M525x596S35d04482x483S10001504x513S15d48475x565S10042489x581S20500500x563
datum C (UPOL),,2471,M576x596S35d04482x483S10001504x513S15d48475x565S10042489x581S20500500x563S26606521x578S1ce40554x564
davat,,986,M535x514S18231468x496S18237512x489S22100464x490S22100523x486
dávat,dávat-dávat,1446,L580x558S15d00561x531S15d08513x530S15d30561x472S15d38516x472S26720538x495S15d08421x530S15d00471x529S26720448x493S15d38420x472S15d30471x472S26722479x443
dávat mi (platit),,1173,M545x531S1ea12524x468S26a23510x496S36d00479x527
dávka (IMoTeSP),,997,M552x542S10019447x496S10011472x492S24609480x461S20500467x479S1ed26530x457S14b10529x489S22c04526x500
dávka 2 (IMoTeSP),,1016,M550x532S10019449x500S10011473x498S26607479x470S14b10527x467S22c04534x490
dávno (UPOL),,2479,M563x553S31600482x488S30350495x477S34c10497x508S15d00527x492S26604526x523S2f806552x514
dávno A (UPOL),,5100,M528x534S36d00479x482S15d08466x466S15d00479x496S26b00436x476S2fd04470x528S26b10501x505
dávno B (UPOL),,5102,M580x532S36d00479x526S15d00521x496S26b00553x505S26600539x493S2fb04542x526S30f00482x483
dcera (UPOL),,3764,M545x597S33010482x483S1d417520x503S20800524x490S36d00476x534S21100508x575S1d412503x542S22b04488x558S2f900491x592
dcera^,,1967,L532x586S30e00481x476S36d00479x520S1ce52482x564S1ce31486x527S20500508x561S2b700513x540
ddržet A (UPOL),,3694,M508x523S20300493x478S2030a493x493S2f920496x512
deaf,,392,M543x533S30006482x482S11510528x503S20500522x489
deaf,,456,M543x533S30006482x482S11510528x503S20500522x489S32102482x482
deaf,,520,M543x533S30006482x482S11510528x503S20500522x489S32106482x482
decidir,"decisão, decidido, deliberação, deliberar",5872,M547x579S30007482x483S10011515x487S20500508x474S25604518x518S15d3a507x546S20500537x550S1ea40518x558
decimetr A (UPOL),,5668,M532x523S10018501x491S1ef10503x489S20612488x486S22b04469x492S2fb00478x477
Děčín (UPOL),,5341,M574x531S1ce42511x509S1ce4a460x509S26b07530x495S26b11443x495S1ce50552x470S1ce58427x470
děcko,"dítě, malý",1270,M530x571S18220507x546S27102491x531S34c00482x483
dědeček,děda,156,M544x534S2ff00456x483S16d10466x491S30004508x482S20310518x519
dědeček,děda,180,M540x531S2ff00482x483S16d10523x473S26504525x496S20310524x516S20500495x506S20500495x487
dědeček (UPOL),,3765,M546x546S30004482x483S10a10494x520S26a04519x499S20600523x517
dědičnost (biol),,2101,M524x611S34700482x483S10002494x561S1000a471x570S2ea10480x586S2ea34502x581
dědičnost (IMoTeSP),,773,M538x548S10002508x473S1000a462x495S2eb00505x478S2eb44477x501S26620488x452S2fb04495x542
dědictví (UPOL),,3766,M577x553S36d00479x472S10002545x482S1000a523x495S2eb00562x504S2eb4c540x514S26620534x448S2fb04556x547
definice (IMoTeSP),,465,M538x537S30004482x482S1f540493x513S20600516x510
definice v2 (IMoTeSP),,194,M576x526S10018430x493S10e02488x488S1ed10433x485S11510556x496S10018499x493S15d18544x479S20500424x475S20500492x474S20500566x486
defragmentace (IMoTeSP),,1017,M554x530S1ed2e471x504S1ed26496x504S22b15445x485S22b03501x470S22b02524x504S22b03517x477
deka (UPOL),,2846,M544x529S1ce50522x499S1ce58457x496S2e738526x471S2e748468x471
deka A (UPOL),,5669,M513x521S19810489x479S22f04488x507
deklarace (IMoTeSP),,422,M531x523S37706475x498S18511501x477S37709470x499S20600483x478S1605a504x497
deklarativní (IMoTeSP),,670,M548x516S1000a452x497S15310496x488S26606518x491S22132487x484
dekompozice (IMoTeSP),,421,M548x594S14402490x437S1440a476x406S15420504x554S22232479x435S22232483x435S22236511x405S22b24490x465S22b11451x527S22b05524x570S22236515x405S15428479x545
děkuji,děkovat,119,M540x540S30004482x482S15d00494x513S20500478x519S26600524x489
děkuji,děkovat,415,M531x547S30004482x482S26600515x510S15d00494x520
dělat,"konat, udělat, dělat 2",1256,M523x534S1ea0e500x489S1ea06482x501S2ea34508x465S2fb04498x528S2ea10477x471
dělat,"pracovat, dělám, pracuji, dělá, pracuje",702,M534x516S20300494x483S20600508x498S20300490x501S37706509x489S37706465x508
dělat,,61,M537x529S20300493x503S37706512x492S2eb00479x471S20308497x484S37706464x510S2eb44510x497
dělat A (UPOL),"činnost, sloveso (UPOL)",3610,M541x529S1ea01496x476S37706516x480S2eb00477x471S2eb44508x497S37706459x508S1ea09479x503
dělat B (UPOL),,3609,M535x517S20300495x484S20600509x499S20300491x502S37706510x490S37706466x509
dělení (biol),,2118,L550x525S17614451x492S17110499x484S20500488x475S28906509x508S2891e462x510S17610534x488S17614489x493
děleno B (UPOL),,5670,M516x518S10c20499x496S2f900485x482S2f900485x496
děleno C (UPOL),,5671,M508x519S10e40493x489S2f900496x481
delfín (UPOL),,3360,M536x515S15d01513x492S28b02464x486
dělit (půlit) (UPOL),"rozdělit (UPOL), oddělit",3611,M556x509S15452444x492S1545a531x493S26506508x495S26512483x495
dělitelnost (IMoTeSP),,1001,M554x558S15a18481x418S10042498x428S20600489x384S26504494x401S36500482x483S1ce20505x528S15a18479x529S26906536x534
dělitelnost (IMoTeSP),,1012,M547x569S20500506x360S10002507x375S15a18481x535S30300482x477S36500482x488S1ce20498x531S15d18486x368S15d18485x419S20500507x426S10002506x439S2a208524x531S2f700529x562
délka boty (UPOL),,5358,M533x539S37800483x462S37803483x492S15a1b510x516S15b20488x481S20b00468x491S37d0b499x497
