dic_gloss,synonyms,sid,FSW
comuniquémonos,,2,M546x565S33b00482x483S16d10506x517S16d18476x524S27110461x550S27104506x540
Costa Rica,,1,M529x532S16d20472x476S26506493x481S11a20513x468S22b04513x502
