dic_gloss,synonyms,sid,FSW
Lausanne,,4,M522x520S1dc20498x490S2e500477x480
Ticino,,5,M511x544S1dc27488x455S22b04491x487S1f427490x514
VAUD,,2,M516x517S19a50488x497S2ea02483x482
