dic_gloss,synonyms,sid,FSW
(최지혜)모든 불을 켜다,,49577,M534x518S20350519x475S20350465x474S2ff00482x483S26520492x464S21b00468x459S21b00522x459S26520493x443S21b00468x441S21b00523x441S26520493x423S21b00468x423S21b00523x423
(최지혜)몰려들다,,49569,M559x527S14e51517x486S14e59453x485S22511541x509S22517441x509S26501505x475S26517479x474
(최지혜)밤,,49573,M557x555S31a00467x483S31900497x483S15d27534x521S15d2f448x523S28b1a468x507S28b02490x508S2f804485x544
(최지혜)비웃다,,49563,M520x550S30004482x483S30f30487x490S1bb01496x506S20600472x517S21d00475x531S28802496x538
(최지혜)빌딩,,49565,M528x521S15d40491x494S15d48472x494S20500487x484S22b00512x480
(최지혜)심하다,,49556,M544x529S2ff00482x483S11510513x499S26500530x500S20e00506x501
(최지혜)역사,,49559,M532x523S19a10504x477S19a18484x477S25113469x498S20500503x496
(최지혜)이년 전에 전시장에서 사람이 많이 몰려 들었다.,1,49617,M551x525S36d00479x476S2031a503x480S26505538x512S20500512x489S21414521x511S10e00519x480
(최지혜)이년 전에 전시장에서 사람이 많이 몰려 들었다.,2,49622,M633x532S2ff00402x482S15d00421x505S15d08402x505S2ff00474x483S15d00508x504S15d08456x505S2ff00563x483S15d00614x503S15d08531x505
(최지혜)이년 전에 전시장에서 사람이 많이 몰려 들었다.,3,49624,M620x566S30d00432x482S34f10445x504S15050455x518S22a04456x551S31900533x483S14e51578x522S14e59503x522S26501561x523S26517532x523S22511602x547S22517489x547
(최지혜)이년전,,49611,M558x520S36d00479x487S2031a509x486S26505545x506S20500518x490S21414523x512S10e00526x480
(최지혜)전시하다,,49583,M633x532S2ff00402x482S15d00421x505S15d08402x505S2ff00474x483S15d00508x504S15d08456x505S2ff00563x483S15d00614x503S15d08531x505
(최지혜)진하다,,49590,M555x570S31900482x483S37803519x528S20351506x515S20e00518x528S26615520x548S14c49496x529S2f700510x556S21600547x560
(최지혜)차막히다,,49615,M543x528S15114496x497S1511c481x480S21414528x499S26505520x515S36d00479x472
(최지혜)케이엘큐브,,49604,M553x527S1dc29461x474S14011511x475S2c410448x500S2c404515x503
(최지혜)크리스마스,,49585,M525x531S30d00482x483S16d11460x511S28b0a481x501
(최지혜)크리스마스 밤에 모든 불이 켜지니 화려하다.,1,49637,M525x531S30d00482x483S16d11460x511S28b0a481x501
(최지혜)크리스마스 밤에 모든 불이 켜지니 화려하다.,2,49639,M557x555S31a00467x483S31900497x483S15d27534x521S15d2f448x523S28b1a468x507S28b02490x508S2f804485x544
(최지혜)크리스마스 밤에 모든 불이 켜지니 화려하다.,3,49641,M534x518S20350519x475S20350465x474S2ff00482x483S26520492x464S21b00468x459S21b00522x459S26520493x443S21b00468x441S21b00523x441S26520493x423S21b00468x423S21b00523x423
