Handshape,Token Count,% Use,Gloss Count,% Gloss Coverage,Glosses Using this Handshape,Token Ct (cuml),Token Ct (cuml%)
S17d,2,40.0%,2,66.67%,"България (Bulgaria) (sid_2), България (Bulgaria) (sid_3)",2,40.0
S185,2,40.0%,2,66.67%,"България (Bulgaria) (sid_2), България (Bulgaria) (sid_3)",4,80.0
S14c,1,20.0%,1,33.33%,Здравейте (hello) (sid_1),5,100.0
