Handshape,Token Count,% Use,Gloss Count,% Gloss Coverage,Glosses Using this Handshape,Token Ct (cuml),Token Ct (cuml%)
S12d,17,0.83%,14,1.11%,"Chiapas (sid_731), Chihuahua (sid_732), H (sid_497), Hola (sid_1475), Hola (sid_1891), Hola (sid_209), Hombre (sid_843), Online (sid_1214), Zanahoria (zanahoria) (sid_440), dolores hidalgo (sid_1945), heroes (sid_814), hombre (masculino) (varón, (man, male)) (sid_1422), tren ((train)) (sid_1427), tuesday (sid_57)",1599,78.38
S1c5,17,0.83%,10,0.79%,"Corazón (sid_798), Gracias (sid_679), Sentir (sid_214), Tipo Seis de Contactos (sid_610), cumpleaños (sid_570), gracias (sid_1377), gracias (sid_599), jesus (sid_299), renunciar ((to desist), desistir, rendirse) (sid_1532), sentimiento (sid_1378)",1616,79.22
S110,16,0.78%,8,0.63%,"Esqueleto (sid_259), Nervioso (sid_354), Nervioso (sid_355), Nervioso (sid_356), Online (sid_1041), exigente (sid_1327), nervioso (nervios) (sid_1328), second (sid_127)",1632,80.0
S1d4,15,0.74%,11,0.87%,"40 (sid_831), Cuarenta (sid_837), Farid Gómez (sid_2049), Francisco Javier Zavala Fragoso (sid_2007), Fresa (sid_2082), Frida Kahlo (sid_1894), Gato (sid_853), Tenango de doria (sid_393), UAEH (sid_958), carne (sid_607), sobretodo (importante_1) (sid_786)",1647,80.74
S1a0,14,0.69%,11,0.87%,"Historia (sid_67), Online (sid_1760), cl1 (sid_1103), clock (sid_44), diablito (sid_860), diablito (sid_864), guapo (sid_1420), hipócrita (hipocresía) (sid_1325), history (sid_97), open-door (sid_45), what-time-is-it (sid_54)",1661,81.42
S1ec,14,0.69%,14,1.11%,"20 (sid_829), 23 (sid_635), 24 (sid_694), 25 (sid_815), Guerrero (sid_739), Q (sid_719), Q (sid_720), Querétaro (sid_750), Quintana Roo (sid_419), Quintana Roo (sid_751), Veinte (sid_835), X (sid_721), persona_1 (sid_683), x (sid_574)",1675,82.11
S1d9,14,0.69%,6,0.47%,"Feliz (sid_710), Online (sid_1154), Online (sid_1335), Todos (sid_688), Trabajar (sid_260), flor (sid_248)",1689,82.79
S1f4,14,0.69%,10,0.79%,"Cerdo (sid_2079), Escritura de señas (sid_664), Niño (sid_341), Tamarindo (sid_315), abogado (sid_239), bird (sid_90), despertar (sid_218), marcharse (irse, (to go and leave)) (sid_1546), vivir (sid_235), wake (sid_32)",1703,83.48
S186,13,0.64%,12,0.95%,"23 (sid_2104), 23 (sid_635), 3 (sid_553), Acompañar con los 3 (sid_360), Online (sid_1234), Tres (sid_273), W. (sid_1916), números 1 al 10 (sid_1957), números 1 al 10 (sid_1958), third (sid_24), three (sid_142), wafle (sid_1989)",1716,84.12
S18d,13,0.64%,13,1.03%,"LSM 3.00 (sid_628), M (sid_502), MERCEDES (sid_2015), Marcos Moreno (sid_1937), Marzo (sid_2004), Mtra. Mercedes Maria Medina Gamboa (sid_2014), NOEMI (sid_2027), Online (sid_1219), Online (sid_1220), Online (sid_1222), Online (sid_1861), Online (sid_1874), Online (sid_1889)",1729,84.75
S1ed,13,0.64%,12,0.95%,"23 (sid_2104), 28 (veintiocho) (sid_617), Comprar (sid_351), Cuando (sid_340), Q (sid_506), Q. (sid_1904), Q. (sid_1915), X. (sid_1917), cuándo (sid_1430), dinero ((money)) (sid_1303), envelope (sid_68), q (sid_573)",1742,85.39
S1da,13,0.64%,9,0.71%,"Doctor (sid_242), Family (sid_21), Online (sid_1212), Original oficial (sid_337), Veterinario (veterinario) (sid_445), fecha (sid_589), grosero (sid_1386), los testigos de jehova (sid_289), work (sid_170)",1755,86.03
S180,12,0.59%,8,0.63%,"KOALA (sid_2023), bother (sid_22), es modelo (sid_803), obedecer (sid_605), persona_2 (sid_704), understand (sid_55), want (sid_128), want (sid_129)",1767,86.62
S1de,12,0.59%,9,0.71%,"G (sid_496), Guanajuato (sid_738), Lento (sid_197), Online (sid_1578), Online (sid_991), Online (sid_992), Online (sid_993), Online (sid_994), Veterinario (veterinario) (sid_445)",1779,87.21
S160,11,0.54%,7,0.55%,"Arbol (sid_446), Madero (sid_347), Madre, mamá (sid_336), biblioteca (sid_463), nacer (sid_395), paren de pelear (sid_335), ¿Cómo estas? (sid_296)",1790,87.75
S142,11,0.54%,7,0.55%,"K (sid_1899), Vender (sid_349), cousin (sid_111), father (sid_56), preparar ((prepare)) (sid_1302), rock (sid_137), vender (sid_1306)",1801,88.28
S133,11,0.54%,5,0.39%,"Director (director) (sid_452), MAESTRO, PROFESOR (sid_2050), Regalar (regalar) (sid_460), Responsable / Responsabilidad (responsable / responsabilidad) (sid_454), nacional (sid_619)",1812,88.82
S138,11,0.54%,10,0.79%,"Caballo (sid_848), D. (sid_1905), David García (sid_1939), Durango (sid_2090), MERCEDES (sid_2015), RODRIGO (sid_2013), dolores hidalgo (sid_1945), must (sid_43), sleep (sid_100), thirty (sid_109)",1823,89.36
S118,10,0.49%,4,0.32%,"Online (sid_1040), Online (sid_1042), este (sid_794), sordociega (sid_1896)",1833,89.85
S177,10,0.49%,8,0.63%,"Elaboración (sid_2034), Mucho (sid_1931), Mucho (sid_1932), Olvidar (sid_849), Registro (sid_2030), Vivo (viva) (sid_680), alimento (alimentos, comida, comer) (sid_583), secreto (secreta) (sid_597)",1843,90.34
S1a7,9,0.44%,6,0.47%,"Cumpleaños (sid_301), Gracias (sid_190), Gracias (sid_255), Muchas Gracias (sid_678), Online (sid_1376), queso (sid_1993)",1852,90.78
S1f1,9,0.44%,9,0.71%,"Jalisco (sid_741), LSM ""R.M.N."" 2 (sid_1004), LSM ""R.M.N."" 2 (sid_1005), Setenta (sid_838), child (sid_13), niño (sid_1983), policía (sid_243), seventy (sid_2), uva (sid_1988)",1861,91.23
S1f8,8,0.39%,5,0.39%,"JAVIER (sid_2008), PATRICIA (sid_2012), TANIA (sid_2010), con (sid_764), estupido (sid_676)",1869,91.62
S16c,8,0.39%,7,0.55%,"Congregación (Congregacion) (sid_179), Online (sid_1227), Online (sid_1235), Online (sid_1236), Poco (sid_367), cu (sid_1106), taco (sid_224)",1877,92.01
S14e,8,0.39%,8,0.63%,"Carmen Adelina (sid_866), Color Morado (sid_2045), Gato (sid_1928), Gato (sid_403), VERGÚENZA (sid_953), quiero (sid_1951), quiero (sid_1952), yo-yo (sid_1991)",1885,92.4
S1c0,6,0.29%,1,0.08%,Online (sid_1458),1891,92.7
S13f,6,0.29%,6,0.47%,"Médico, Doctor (sid_338), Ochenta (sid_839), eighty (sid_152), hombre (masculino) (varón, (man, male)) (sid_1422), man (sid_158), no (sid_1423)",1897,92.99
S1e1,6,0.29%,5,0.39%,"cobrar ((charge money)) (sid_1537), cooperar ((to cooperate)) (sid_1536), money (sid_161), pagar ((to pay)) (sid_1304), reír (sid_1305)",1903,93.28
S157,6,0.29%,6,0.47%,"Carmen Adelina (sid_858), Elefante (sid_1930), Ladrillo (sid_357), León (sid_392), cabra (sid_457), emoción (sid_800)",1909,93.58
S17d,6,0.29%,6,0.47%,"Escucha (sid_793), consider (sid_114), permiso (sid_774), think (sid_71), think-about (sid_98), thinking (sid_120)",1915,93.87
S122,5,0.25%,2,0.16%,"Libras (sid_1016), Online (sid_1047)",1920,94.12
S154,5,0.25%,2,0.16%,"ChatGPT (sid_1893), Online (sid_1085)",1925,94.36
S1f0,5,0.25%,5,0.39%,"70 (sid_834), guerrero (sid_113), mano (sid_870), nacional (sid_670), stamp (sid_37)",1930,94.61
S10a,5,0.25%,5,0.39%,"Agua (sid_279), Aguascalientes (sid_727), ChatGPT (sid_1893), Color (sid_2048), water (sid_49)",1935,94.85
S1eb,5,0.25%,2,0.16%,"Online (sid_1072), twenty (sid_105)",1940,95.1
S112,4,0.2%,1,0.08%,Online (sid_1039),1944,95.29
S129,4,0.2%,1,0.08%,Online (sid_1051),1948,95.49
S155,4,0.2%,3,0.24%,"Estados Unidos ((United States)) (sid_1431), despreciar (desprecio) (sid_1324), exagerar (exagerado) (sid_1323)",1952,95.69
S163,4,0.2%,1,0.08%,Online (sid_1096),1956,95.88
S103,3,0.15%,3,0.24%,"Buenos-dias (sid_58), Discapacidad (sid_763), Durango (sid_736)",1959,96.03
S19d,3,0.15%,2,0.16%,"Gracias (sid_679), hombre araña (sid_769)",1962,96.18
S1d1,3,0.15%,3,0.24%,"Farid Gómez (sid_2049), Gato (sid_853), representa (sid_808)",1965,96.32
S181,3,0.15%,2,0.16%,"Online (sid_1625), house (sid_75)",1968,96.47
S1e6,3,0.15%,2,0.16%,"escribir (lectura, escritor) (sid_649), expresiones (expresión) (sid_579)",1971,96.62
S106,3,0.15%,3,0.24%,"X (sid_513), agua ((water)) (sid_1394), first (sid_62)",1974,96.76
S134,3,0.15%,2,0.16%,"Aniversario (sid_869), man (sid_158)",1977,96.91
S1fa,3,0.15%,3,0.24%,"Arroz (sid_667), Auto Abrir (sid_663), todavia (sid_773)",1980,97.06
S187,3,0.15%,3,0.24%,"3 (sid_521), Asl (sid_677), W (sid_512)",1983,97.21
S109,2,0.1%,2,0.16%,"LIBRAS (sid_940), Tizayuca (sid_1964)",1985,97.3
S15c,2,0.1%,1,0.08%,Libro (sid_302),1987,97.4
S152,2,0.1%,2,0.16%,"Morelos 2 (sid_744), increíble (sid_1326)",1989,97.5
S1ae,2,0.1%,1,0.08%,casa (sid_177),1991,97.6
S1bb,2,0.1%,1,0.08%,Frágil (sid_364),1993,97.7
S136,2,0.1%,2,0.16%,"30 (sid_830), Treinta (sid_836)",1995,97.79
S17e,2,0.1%,2,0.16%,"Bonito (sid_196), learn (sid_46)",1997,97.89
S182,2,0.1%,2,0.16%,"2000 (dos mil) (sid_634), Señor (sid_348)",1999,97.99
S13d,2,0.1%,1,0.08%,Plátano (sid_2091),2001,98.09
S127,2,0.1%,2,0.16%,"Online (sid_1462), escuchar ((to listen)) (sid_1542)",2003,98.19
S1a3,2,0.1%,2,0.16%,"BV (sid_1100), JIRAFA (sid_2018)",2005,98.28
S17f,2,0.1%,2,0.16%,"curso (clase, (class, learning course)) (sid_1434), llamar ((to call)) (sid_1548)",2007,98.38
S162,2,0.1%,1,0.08%,marriage-spouse (sid_4),2009,98.48
S10b,1,0.05%,1,0.08%,Oscar Zavala (sid_1938),2010,98.53
S166,1,0.05%,1,0.08%,Online (sid_1861),2011,98.58
S1b3,1,0.05%,1,0.08%,Pera (sid_2073),2012,98.63
S1c3,1,0.05%,1,0.08%,Pera (sid_2089),2013,98.68
S1c2,1,0.05%,1,0.08%,cl (sid_1102),2014,98.73
S198,1,0.05%,1,0.08%,SI (sid_1953),2015,98.77
S171,1,0.05%,1,0.08%,Sin avisarme (sid_468),2016,98.82
S1f9,1,0.05%,1,0.08%,sixth (sid_112),2017,98.87
S156,1,0.05%,1,0.08%,Soplar (sid_391),2018,98.92
S1b7,1,0.05%,1,0.08%,swimming-pool (sid_104),2019,98.97
S1a2,1,0.05%,1,0.08%,Online (sid_1701),2020,99.02
S167,1,0.05%,1,0.08%,una frase (sid_328),2021,99.07
S1d0,1,0.05%,1,0.08%,una frase (sid_328),2022,99.12
S11d,1,0.05%,1,0.08%,una frase (sid_328),2023,99.17
S18b,1,0.05%,1,0.08%,third (sid_24),2024,99.22
S1c1,1,0.05%,1,0.08%,jirafa (sid_1978),2025,99.26
S178,1,0.05%,1,0.08%,número (#) (sid_665),2026,99.31
S1b9,1,0.05%,1,0.08%,Novio(a) (sid_199),2027,99.36
S146,1,0.05%,1,0.08%,nine (sid_84),2028,99.41
S18e,1,0.05%,1,0.08%,Miércoles (sid_1902),2029,99.46
S1bd,1,0.05%,1,0.08%,Miedo (sid_382),2030,99.51
S11b,1,0.05%,1,0.08%,Mejor (sid_366),2031,99.56
S1e2,1,0.05%,1,0.08%,Jitomate (jitomate) (sid_441),2032,99.61
S135,1,0.05%,1,0.08%,huevo (sid_1976),2033,99.66
S128,1,0.05%,1,0.08%,Hidalgo (sid_740),2034,99.71
S16f,1,0.05%,1,0.08%,friend (sid_12),2035,99.75
S1cd,1,0.05%,1,0.08%,Fresa (sid_943),2036,99.8
S145,1,0.05%,1,0.08%,fourth (sid_47),2037,99.85
S1a8,1,0.05%,1,0.08%,carne (sid_226),2038,99.9
S17c,1,0.05%,1,0.08%,Colima (sid_735),2039,99.95
S10f,1,0.05%,1,0.08%,Viento (sid_412),2040,100.0
