Handshape,Token Count,% Use,Gloss Count,% Gloss Coverage,Glosses Using this Handshape,Token Ct (cuml),Token Ct (cuml%)
S15a,23,1.36%,14,1.18%,"17_caritro_picchio_LIS_MM (sid_1029), 17_caritro_picchio_LIS_MM (sid_1030), 17_caritro_picchio_LIS_MM (sid_1032), 17_caritro_picchio_LIS_MM (sid_1033), A casa (sid_983), Euro_poesia (sid_1140), Euro_poesia (sid_1141), LIS_picchio_02_AB (sid_1199), aprire-cancello (sid_1), aprire-cancello (sid_2), cavallo (sid_785), ghigliottina (sid_3), ghigliottina (sid_4), guardia (sid_105)",1287,75.97
S1f7,22,1.3%,14,1.18%,"""22 dicembre"" di L. Lamano (sid_1065), ""22 dicembre"" di L. Lamano (sid_1068), ""22 dicembre"" di L. Lamano (sid_1070), 25_in bianco (sid_814), Euro poesia (sid_1112), Euro_poesia (sid_1134), a (A, lettera) (sid_1250), contare (sid_61), l-u-c-a- (sid_89), piacere (sid_124), piacere (sid_148), pugno (sid_174), sei (sid_242), sei (sid_251)",1309,77.27
S157,22,1.3%,13,1.1%,"""22 dicembre"" di L. Lamano (sid_1077), Euro poesia (sid_1110), Euro poesia (sid_1112), Euro_poesia (sid_1134), Euro_poesia (sid_1148), LIS_picchio_02_AB (sid_1118), contrazioni muscolari (sid_688), orologio da polso (sid_378), scomparsa (sid_69), scomparso (sid_140), scomparso (sid_157), sparito (sid_80), tant (sid_552)",1331,78.57
S19a,20,1.18%,11,0.93%,"""22 dicembre"" di L. Lamano (sid_999), A casa (sid_988), Euro_poesia (sid_1158), Ragusa (sid_704), Y (sid_951), configurazione glifo y (sid_914), essendo una mucca dico di sì (sid_423), mucca 1 (sid_791), musica giuranna 3 (sid_653), segno nome claudio (sid_867), uscire (sid_773)",1351,79.75
S175,18,1.06%,16,1.35%,"02_pelle d oca (sid_792), 15_stupore rimanere a bocca aperta (sid_805), 39_motivazione (sid_827), 73_impulsivo (sid_858), amore che cresce (sid_600), buon divertimento (sid_199), buon viaggio (sid_198), buttare (sid_379), maestra (sid_137), maestra (sid_59), maestra (sid_60), maestra (sid_70), maestra (sid_75), maestra (sid_96), stazione (sid_193), undici piano quindici piano (sid_771)",1369,80.81
S1ea,17,1.0%,12,1.01%,"CONI (sid_618), CONI (sid_659), Euro_poesia (sid_1144), Euro_poesia (sid_1172), Euro_poesia (sid_1180), Euro_poesia (sid_1181), Euro_poesia (sid_1182), attaccare due anelli TP (sid_647), gelato (sid_558), macchina accendere (sid_611), mettere il cappello (sid_418), uomo 4 (sid_699)",1386,81.82
S10a,16,0.94%,10,0.85%,"19_stato confusionale confuso (sid_809), 25_in bianco (sid_814), Austria LIS OGS (sid_667), Trieste (sid_666), Trieste segno triestino (sid_669), attaccare due anelli 2 (sid_648), attaccare due anelli 2 (sid_649), colarosi (sid_213), denti (sid_346), denti (sid_347)",1402,82.76
S17f,16,0.94%,12,1.01%,"17_caritro_picchio_LIS_MM (sid_1034), Euro poesia (sid_1099), Euro_poesia (sid_1165), Euro_poesia (sid_1175), Euro_poesia (sid_1179), Euro_poesia (sid_1183), casa (sid_546), fegato (sid_351), frog story (sid_655), passato (sid_571), reni (sid_352), sono io 2/2 (sid_409)",1418,83.71
S192,16,0.94%,14,1.18%,"""22 dicembre"" di L. Lamano (sid_1068), ""22 dicembre"" di L. Lamano (sid_1070), 17_caritro_picchio_LIS_MM (sid_1030), Euro_poesia (sid_1159), I (sid_935), J (sid_936), configurazione glifo mignolo (sid_911), facile (sid_723), io (sid_414), magro (sid_298), piccolo (sid_399), porta piccola (picchio 13/17) (sid_751), wifi (sid_364), Ì (sid_957)",1434,84.65
S119,14,0.83%,13,1.1%,"""22 dicembre"" di L. Lamano (sid_1068), A casa (sid_989), Euro_poesia (sid_1151), Euro_poesia (sid_1162), Euro_poesia (sid_1177), Euro_poesia (sid_1191), Euro_poesia (sid_1192), N (sid_940), frase_1_8 (sid_27), frase_6_8 (sid_38), impossibile 3 (sid_705), impossibile pa pa (sid_635), nome (sid_86)",1448,85.48
S1de,14,0.83%,11,0.93%,"""22 dicembre"" di L. Lamano (sid_1004), ""22 dicembre"" di L. Lamano (sid_1006), ""22 dicembre"" di L. Lamano (sid_1085), 17_caritro_picchio_LIS_MM (sid_1055), 17_caritro_picchio_LIS_MM (sid_1056), Euro_poesia (sid_1174), l-u-c-a- (sid_89), sette (sid_250), settimana con specchìo + tocco (sid_274), settimana fa (sid_275), settimana settimana  fa (sid_277)",1462,86.3
S150,13,0.77%,9,0.76%,"03_demoralizzarsi (sid_793), 10_rimorso (sid_800), 23_aver il cuore in gola (sid_812), 41_rabbia (sid_829), 65_prendersi un colpo (sid_852), 75_infuocarsi (sid_861), 80_stupore a bocca aperta (sid_866), pelle ruvida (sid_441), triste (sid_396)",1475,87.07
S112,13,0.77%,11,0.93%,"""22 dicembre"" di L. Lamano (sid_1067), anni (sid_265), anni (sid_266), cammina (sid_123), configurazione V in basso (sid_260), due anni (sid_253), guardami (sid_412), guardare giù (sid_479), per anni (sid_610), problema (sid_737), tecnico (sid_738)",1488,87.84
S155,12,0.71%,11,0.93%,"LIS_picchio_02_AB (sid_1119), LIS_picchio_02_AB (sid_1121), LIS_picchio_02_AB (sid_1123), LIS_picchio_02_AB (sid_1126), LIS_picchio_02_AB (sid_1129), LIS_picchio_02_AB (sid_1131), LIS_picchio_02_AB (sid_1133), LIS_picchio_02_AB (sid_1135), amore involucro (sid_595), fiore (picchio 7/17) (sid_745), uovo cade sul fiore (picchio 8/17) (sid_746)",1500,88.55
S16e,10,0.59%,7,0.59%,"17_caritro_picchio_LIS_MM (sid_1044), 17_caritro_picchio_LIS_MM (sid_1045), 17_caritro_picchio_LIS_MM (sid_1046), 17_caritro_picchio_LIS_MM (sid_1047), 17_caritro_picchio_LIS_MM (sid_1048), 17_caritro_picchio_LIS_MM (sid_1050), accarezza (sid_122)",1510,89.14
S1c5,9,0.53%,8,0.68%,"72_impaurirsi cuore (sid_857), Euro_poesia (sid_1098), configurazione glifo Tocco (sid_920), cuore (sid_348), grazie (sid_974), schifo disgusto (sid_405), segno nome alessio (sid_288), tocca (a te) (sid_712)",1519,89.67
S10c,9,0.53%,7,0.59%,"Toponimi in LIS (sid_1073), io (sid_192), io (sid_331), io io (sid_406), là (sid_195), noi due mani (sid_415), nome segno tanco (sid_215)",1528,90.2
S176,8,0.47%,8,0.68%,"""22 dicembre"" di L. Lamano (sid_1068), ""22 dicembre"" di L. Lamano (sid_1070), 17_caritro_picchio_LIS_MM (sid_1033), 17_caritro_picchio_LIS_MM (sid_1035), O (sid_941), configurazione glifo O (sid_923), zoo (sid_376), Ò (sid_959)",1536,90.67
S1ee,8,0.47%,5,0.42%,"17_caritro_picchio_LIS_MM (sid_1064), cane orecchie (sid_594), foglia (picchio 10/17) (sid_748), papà 2 (sid_696), triangolo (sid_354)",1544,91.15
S1e7,8,0.47%,4,0.34%,"""22 dicembre"" di L. Lamano (sid_1004), 16_stupore occhi splancati (sid_806), Euro_poesia (sid_1169), dodici mesi dodici mesi (sid_694)",1552,91.62
S178,8,0.47%,6,0.51%,"17_caritro_picchio_LIS_MM (sid_1046), 52_vergogna (sid_839), Stati Uniti d'America vecchio (sid_617), barattolo (nido) (sid_616), capelli a caschetto (sid_440), frog story (sid_655)",1560,92.09
S1a0,7,0.41%,5,0.42%,"Immacolata (sid_639), camminare tavolo (sid_586), configurazione glifo corna (sid_913), lumaca (sid_373), mucca 2 (sid_790)",1567,92.5
S1f0,7,0.41%,7,0.59%,"G (sid_933), Q (sid_943), blu (sid_159), naso all'insù (sid_433), uccello (sid_786), uccello 2 (sid_788), uccello 2 (sid_789)",1574,92.92
S13f,7,0.41%,7,0.59%,"calligrafia lingue alfabetiche (sid_386), calligrafia lingue orientali (sid_387), calligrafia lingue orientali (sid_388), disegna (sid_102), disegna (sid_162), disegna_azione (sid_161), disegnare (sid_83)",1581,93.33
S181,7,0.41%,4,0.34%,"17_caritro_picchio_LIS_MM (sid_1036), 17_caritro_picchio_LIS_MM (sid_1053), 17_caritro_picchio_LIS_MM (sid_1054), 17_caritro_picchio_LIS_MM (sid_1059)",1588,93.74
S101,6,0.35%,6,0.51%,"""22 dicembre"" di L. Lamano (sid_1068), ""22 dicembre"" di L. Lamano (sid_1070), D (sid_930), d (D, lettera d, dattilologia d, alfabeto manuale LIS d) (sid_1253), domenica 2 (sid_619), nome segno Debora (sid_973)",1594,94.1
S152,6,0.35%,6,0.51%,"c'è (picchio 3/17) (sid_741), musica Giuranna 1/3 (sid_650), musica giuranna 1 (sid_652), università (sid_360), uovo cade fuori dal fiore (picchio 9/17) (sid_747), uovo ruota sulla foglia (picchio 11/17) (sid_749)",1600,94.45
S1f4,5,0.3%,4,0.34%,"17_caritro_picchio_LIS_MM (sid_1040), andare via (sid_715), tavolo punta (sid_580), triangolo (sid_354)",1605,94.75
S128,5,0.3%,3,0.25%,"33_appassionarsi/addorare (sid_822), occhi sporgenti (sid_353), rosicchiare (sid_8)",1610,95.04
S1e4,5,0.3%,3,0.25%,"legge (sid_362), relazione amorosa (sid_977), relazione amorosa (sid_978)",1615,95.34
S17e,4,0.24%,3,0.25%,"17_caritro_picchio_LIS_MM (sid_1020), 17_caritro_picchio_LIS_MM (sid_1021), LIS_picchio_02_AB (sid_1118)",1619,95.57
S1d1,4,0.24%,4,0.34%,"35_delusione (sid_824), bellissimo (sid_543), marito (sid_555), sta male (sid_711)",1623,95.81
S145,4,0.24%,2,0.17%,"costole (sid_10), costole (sid_5)",1627,96.04
S174,4,0.24%,2,0.17%,"57_emozionarsi (sid_843), 75_raddrizzare i capelli (sid_860)",1631,96.28
S1f2,4,0.24%,4,0.34%,"""22 dicembre"" di L. Lamano (sid_1068), T (sid_946), configurazione t (sid_735), t in lis (sid_661)",1635,96.52
S14a,4,0.24%,4,0.34%,"E (sid_931), segno nome achille (sid_201), È (sid_954), É (sid_956)",1639,96.75
S14b,3,0.18%,3,0.25%,"frase 06-01 (sid_21), il gatto insegue il cane_01 (sid_885), simbolo 4 piegato (sid_891)",1642,96.93
S1bc,3,0.18%,2,0.17%,"Euro_poesia (sid_1190), feedback LIS (sid_370)",1645,97.11
S11a,3,0.18%,3,0.25%,"""22 dicembre"" di L. Lamano (sid_1070), R (sid_944), configurazione r (sid_703)",1648,97.28
S1eb,3,0.18%,2,0.17%,"A casa (sid_994), venti mesi venti mesi (sid_783)",1651,97.46
S146,3,0.18%,2,0.17%,"44_piagnucolare (sid_832), wifi (sid_364)",1654,97.64
S14d,3,0.18%,2,0.17%,"39_motivazione (sid_827), 50_sperare (sid_838)",1657,97.82
S16c,3,0.18%,3,0.25%,"15_stupore rimanere a bocca aperta (sid_805), prendere C (sid_644), scendere dall'autobus (sid_426)",1660,97.99
S1f8,2,0.12%,2,0.17%,"frase_3_8 (sid_31), mentre cammino portanzo uno zaino appare un estraneo (sid_446)",1662,98.11
S1d8,2,0.12%,1,0.08%,tondo molto sottile (sid_438),1664,98.23
S1cf,2,0.12%,1,0.08%,feedback ASL (sid_371),1666,98.35
S1ec,2,0.12%,2,0.17%,"motivo (sid_718), orologio da polso (sid_378)",1668,98.47
S1c2,2,0.12%,1,0.08%,Euro_poesia (sid_1146),1670,98.58
S151,2,0.12%,1,0.08%,46_eccitazione (sid_834),1672,98.7
S12a,2,0.12%,1,0.08%,correre con euforia (sid_422),1674,98.82
S14e,2,0.12%,1,0.08%,29_emozione (sid_818),1676,98.94
S105,1,0.06%,1,0.08%,P (sid_942),1677,99.0
S1fb,1,0.06%,1,0.08%,t in asl (sid_660),1678,99.06
S187,1,0.06%,1,0.08%,W (sid_949),1679,99.11
S18d,1,0.06%,1,0.08%,M (sid_939),1680,99.17
S1ef,1,0.06%,1,0.08%,segno nome alessandra (sid_289),1681,99.23
S1f1,1,0.06%,1,0.08%,sopracciglie molto grosse (sid_437),1682,99.29
S140,1,0.06%,1,0.08%,K (sid_937),1683,99.35
S170,1,0.06%,1,0.08%,17_caritro_picchio_LIS_MM (sid_1051),1684,99.41
S1e1,1,0.06%,1,0.08%,Italy (sid_9),1685,99.47
S1d9,1,0.06%,1,0.08%,F (sid_932),1686,99.53
S1fa,1,0.06%,1,0.08%,Euro_poesia (sid_1148),1687,99.59
S11d,1,0.06%,1,0.08%,domenica 1 (sid_620),1688,99.65
S186,1,0.06%,1,0.08%,configurazione glifo W (sid_917),1689,99.7
S19c,1,0.06%,1,0.08%,configurazione glifo ILY (sid_916),1690,99.76
S1e3,1,0.06%,1,0.08%,17_caritro_picchio_LIS_MM (sid_1063),1691,99.82
S1cd,1,0.06%,1,0.08%,17_caritro_picchio_LIS_MM (sid_1024),1692,99.88
S149,1,0.06%,1,0.08%,"""22 dicembre"" di L. Lamano (sid_1068)",1693,99.94
S106,1,0.06%,1,0.08%,X (sid_950),1694,100.0
