Handshape,Token Count,% Use,Gloss Count,% Gloss Coverage,Glosses Using this Handshape,Token Ct (cuml),Token Ct (cuml%)
S14e,1,0.47%,1,0.77%,Malvin (sid_45),202,94.84
S150,1,0.47%,1,0.77%,i zemeruar (angry) (sid_108),203,95.31
S1da,1,0.47%,1,0.77%,D (sid_57),204,95.77
S1f4,1,0.47%,1,0.77%,Herr_Pieper (sid_43),205,96.24
S1dd,1,0.47%,1,0.77%,Greta (sid_42),206,96.71
S1ce,1,0.47%,1,0.77%,Francë (France) (sid_138),207,97.18
S1d2,1,0.47%,1,0.77%,F (sid_59),208,97.65
S14a,1,0.47%,1,0.77%,Europa (Europe) (sid_119),209,98.12
S180,1,0.47%,1,0.77%,Albert (sid_46),210,98.59
S16f,1,0.47%,1,0.77%,Albert (sid_46),211,99.06
S1e1,1,0.47%,1,0.77%,Angli (England) (sid_117),212,99.53
S19a,1,0.47%,1,0.77%,Telefon (phone) (sid_134),213,100.0
