Handshape,Token Count,% Use,Gloss Count,% Gloss Coverage,Glosses Using this Handshape,Token Ct (cuml),Token Ct (cuml%)
S176,28,1.42%,24,1.85%,"Hong-Kong (sid_796), Iris (sid_1297), O (sid_1457), O (sid_611), araignee (sid_946), araignee-2 (sid_447), baleine (sid_305), bon-5 (sid_700), dragon (sid_688), fleur (sid_197), fleur (sid_530), h-dragon (sid_53), h-dragon (sid_672), h-dragon (sid_825), jongler (sid_1258), lancer (sid_908), leopard-1 (sid_947), octobre (sid_945), octobre-G (sid_533), oncle (sid_249), or (sid_832), professeur (sid_822), souvent (sid_1322), zero (sid_399)",1559,79.3
S10a,25,1.27%,19,1.46%,"CarolineP (sid_260), Finlande (sid_152), eau-1 (sid_491), eleve (sid_1186), glicemia (sid_1437), graver (sid_1154), h-dragon (sid_1150), h-dragon (sid_1181), h-dragon (sid_562), h-dragon (sid_884), h-dragon (sid_911), mechant (sid_127), menteur (sid_1213), observer (sid_363), question (sid_987), quoi (sid_19), quoi (sid_333), reflechir (sid_46), sucre (sid_430)",1584,80.57
S110,23,1.17%,14,1.08%,"Bruxelles (sid_849), Israel (sid_678), Sihame (sid_1443), X (sid_1461), chaussures-2 (sid_1266), exemple (sid_271), gris-1 (sid_815), gris-5 (sid_804), peur-1 (sid_909), prix (sid_423), vipiere (sid_1286), vouloir-pas (sid_876), vouloir-pas-1 (sid_587), vouloir-pas-2 (sid_303)",1607,81.74
S1f4,22,1.12%,15,1.15%,"Japon-1 (sid_40), carte (sid_1163), couple (sid_1114), double (sid_509), feuille (sid_463), losange (sid_922), oiseau (sid_924), poeme-temps (sid_1010), poeme-temps (sid_1118), poeme-temps (sid_387), poeme-temps (sid_588), poeme-temps (sid_621), poussin (sid_698), rectangle (sid_220), surpris (sid_931)",1629,82.86
S11e,21,1.07%,19,1.46%,"3 (sid_1470), 3 (sid_269), 48-1 (sid_1009), 8 (sid_1475), 8 (sid_873), Danemark (sid_689), PattyF (sid_442), Portugal (sid_239), X (sid_702), approuver (sid_765), chat (sid_498), comprendre (sid_708), coq (sid_840), h-dragon (sid_508), informatique (sid_490), noix-1 (sid_1195), noix-2 (sid_728), phrase_01_b/c (sid_1427), vous-trois (sid_1084)",1650,83.93
S1ed,20,1.02%,13,1.0%,"Italie-1 (sid_1180), accessibilite-3 (sid_15), carte (sid_1163), chateau (sid_228), h-dragon (sid_691), h-dragon (sid_958), h7-Alex (sid_203), h7-Alex (sid_88), lac (sid_1405), phrase_01_a/c (sid_1418), phrase_01_b/c (sid_1427), phrase_01_c/c (sid_1428), rectangle (sid_220)",1670,84.94
S128,20,1.02%,9,0.69%,"JulienE (sid_25), LudoD (sid_929), air-tres-fatigue (sid_810), guepes (scarabée) (sid_1410), h-dragon (sid_694), noix (sid_1094), oeuf (sid_286), poser-nbr3 (sid_1224), poser-nbr4 (sid_1089)",1690,85.96
S1f7,19,0.97%,13,1.0%,"A (sid_1448), Jean-Louis (sid_1021), beige (sid_758), bonnet (sid_247), brun (sid_455), laver (sid_146), laver-1 (sid_74), mail (sid_90), mail-2 (sid_1165), manteau (sid_453), manteau-1 (sid_108), marron (sid_339), pantalon-3 (sid_4)",1709,86.93
S101,19,0.97%,16,1.23%,"Allemagne (sid_529), BD (sid_961), D (sid_1450), D (sid_236), Dourdan (sid_1292), Madrid (sid_663), decembre (sid_1267), decembre-1 (sid_634), decembre-G (sid_518), description (sid_1345), devoirs (sid_150), dieu (sid_1293), dimanche (sid_517), dimanche-G (sid_754), dvd (sid_673), se-lacher (sid_1102)",1728,87.89
S1ea,16,0.81%,14,1.08%,"Espagne (sid_646), banque (sid_515), cuillere (sid_936), date (sid_856), date-1 (sid_184), entourer (sid_877), garcon-1 (sid_1223), h-vase (sid_323), h-vase (sid_355), mars (sid_125), mars-1 (sid_37), mars-G (sid_906), rideau (sid_858), surligner (sid_1170)",1744,88.71
S154,15,0.76%,9,0.69%,"champignon (sid_581), faim (sid_632), h-dragon (sid_113), mouton (sid_492), planete (sid_351), pluie (sid_93), poeme-temps (sid_1242), poeme-temps (sid_547), soleil (sid_948)",1759,89.47
S1ee,14,0.71%,8,0.62%,"Chirac (sid_1159), Japon-1 (sid_40), Liban (sid_1232), losange (sid_922), oreille-pointue (sid_59), prendre-epaules (sid_862), surpris (sid_931), triangle (sid_154)",1773,90.18
S17c,12,0.61%,8,0.62%,"Pays-Bas (sid_77), RemiM (sid_26), belle (sid_1067), calme (sid_595), joli (sid_1020), pere-noel (sid_875), renard-1 (sid_750), respect (sid_1440)",1785,90.79
S11a,11,0.56%,10,0.77%,"Costa-Rica (sid_1244), R (sid_868), h-dragon (sid_1025), or (sid_832), rat (sid_1117), reine (sid_579), riz (sid_1445), roi (sid_1169), rose (sid_374), souris (sid_3)",1796,91.35
S153,11,0.56%,10,0.77%,"AudreyS (sid_833), Brigitte (sid_1098), Stokoe (sid_1030), cochon-2 (sid_1059), ecureuil (sid_68), ecureuil-1 (sid_966), orange (sid_1237), poeme-temps (sid_469), poeme-temps (sid_711), poeme-temps (sid_918)",1807,91.91
S1c5,11,0.56%,7,0.54%,"Zindane (sid_886), contact (sid_609), culture (sid_398), culture-2 (sid_137), ete (sid_144), experience (sid_823), lentille (sid_504)",1818,92.47
S142,10,0.51%,4,0.31%,"K (sid_13), P (sid_576), autoriser (sid_895), autoriser-moi (sid_20)",1828,92.98
S1d2,10,0.51%,9,0.69%,"F (sid_1451), F (sid_805), France (sid_984), France-1 (sid_658), L-S-F (sid_1294), LSF (sid_692), formule1 (sid_348), frere-1 (sid_83), frere-2 (sid_192)",1838,93.49
S129,9,0.46%,6,0.46%,"chat (sid_1344), chat (sid_135), chat (sid_498), phrase_01_b/c (sid_1427), voyage (sid_1166), voyager (sid_302)",1847,93.95
S140,8,0.41%,8,0.62%,"K (sid_1454), Katia (sid_230), P (sid_1458), Paris (sid_538), Paris (sid_674), Patrice (sid_389), km (sid_1037), ton (sid_687)",1855,94.35
S14e,8,0.41%,6,0.46%,"AnneP (sid_193), Basket (sid_1411), avare (sid_930), epeler (sid_867), moteur (sid_41), orange-2 (sid_470)",1863,94.76
S15f,8,0.41%,4,0.31%,"Angers-1 (sid_1147), ange-1 (sid_391), ange-droite (sid_705), papillon (sid_123)",1871,95.17
S152,7,0.36%,4,0.31%,"Avoir (sid_1361), installer (sid_1076), prendre-2fois (sid_1204), signer (sid_284)",1878,95.52
S1d1,6,0.31%,6,0.46%,"divorce (divorcé) (sid_1340), fils (sid_768), mari (sid_1252), secouer-majeur (sid_596), soif (sid_256), viande (sid_821)",1884,95.83
S119,6,0.31%,4,0.31%,"Comment-t-'appelles-tu- (sid_1275), N (sid_1456), http://www.signbank.org/SignPuddle1.5/glyphogram.php?text=M42x114S30d00n18xn17S21600n3x5S205007x91S26504n6x69S1191an25x44S1191217x97 (sid_1447), non (sid_914)",1890,96.13
S17e,5,0.25%,3,0.23%,"BramH (sid_553), a-cause-de (sid_433), couverture (sid_484)",1895,96.39
S177,5,0.25%,4,0.31%,"bisous (sid_1003), blanc (sid_244), blanc-1 (sid_148), malheureux (sid_652)",1900,96.64
S192,4,0.2%,3,0.23%,"I (sid_568), J (sid_1453), Tenerife (sid_218)",1904,96.85
S1a0,4,0.2%,3,0.23%,"H (sid_147), camping (sid_1142), escargot (sid_362)",1908,97.05
S106,3,0.15%,2,0.15%,"geographie (sid_716), sorciere (sid_290)",1911,97.2
S1bb,3,0.15%,2,0.15%,"Australie (sid_967), Irlande (sid_1233)",1914,97.36
S1eb,3,0.15%,2,0.15%,"TomE (sid_92), h-dragon (sid_1122)",1917,97.51
S19d,2,0.1%,1,0.08%,lit (sid_764),1919,97.61
S1a3,2,0.1%,1,0.08%,lit-1 (sid_843),1921,97.71
S1b8,2,0.1%,1,0.08%,Jouer au basket (sid_1412),1923,97.81
S10f,2,0.1%,2,0.15%,"regarder (sid_1103), regarder-moi (sid_1259)",1925,97.91
S145,2,0.1%,1,0.08%,h-vase (sid_766),1927,98.02
S12d,2,0.1%,2,0.15%,"h-dragon (sid_597), peindre-1 (sid_990)",1929,98.12
S1d3,2,0.1%,2,0.15%,"T (sid_1460), T (sid_480)",1931,98.22
S1ef,2,0.1%,2,0.15%,"grand-pere (sid_1112), papa (sid_397)",1933,98.32
S1e0,2,0.1%,2,0.15%,"G (sid_1261), gris-3 (sid_180)",1935,98.42
S168,2,0.1%,1,0.08%,ami-1 (sid_971),1937,98.52
S14a,2,0.1%,2,0.15%,"E (sid_857), empereur (sid_1179)",1939,98.63
S1ca,2,0.1%,1,0.08%,discuter (sid_760),1941,98.73
S156,2,0.1%,2,0.15%,"Detester (sid_1363), Jouer au basket (sid_1412)",1943,98.83
S13f,2,0.1%,2,0.15%,"30-1 (sid_598), comprendre (sid_708)",1945,98.93
S155,2,0.1%,1,0.08%,criniere-lion (sid_170),1947,99.03
S179,2,0.1%,1,0.08%,anorak (sid_889),1949,99.14
S1da,2,0.1%,1,0.08%,célibataire (sid_1343),1951,99.24
S122,2,0.1%,1,0.08%,Autriche-1 (sid_376),1953,99.34
S160,2,0.1%,1,0.08%,chaussette (sid_1257),1955,99.44
S19c,1,0.05%,1,0.08%,Californie (sid_52),1956,99.49
S18b,1,0.05%,1,0.08%,Pays-de-Galles (sid_457),1957,99.54
S1df,1,0.05%,1,0.08%,Q (sid_1459),1958,99.59
S181,1,0.05%,1,0.08%,protéger (sid_1424),1959,99.64
S14b,1,0.05%,1,0.08%,laver-verre (sid_393),1960,99.69
S186,1,0.05%,1,0.08%,Pays-de-Galles (sid_457),1961,99.75
S18d,1,0.05%,1,0.08%,M (sid_1455),1962,99.8
S1de,1,0.05%,1,0.08%,G (sid_660),1963,99.85
S1f0,1,0.05%,1,0.08%,Cholet (sid_243),1964,99.9
S158,1,0.05%,1,0.08%,Detester (sid_1363),1965,99.95
S187,1,0.05%,1,0.08%,W (sid_409),1966,100.0
