Handshape,Token Count,% Use,Gloss Count,% Gloss Coverage,Glosses Using this Handshape,Token Ct (cuml),Token Ct (cuml%)
S16d,11,2.44%,11,4.62%,"Calgary (new) (sid_79), Chicago, Illinois (sid_69), Colorado (US State) (sid_8), Connecticut (US State) (sid_9), Leduc (sid_80), MARIA CECILIA LUTTERBACH LOBATO (Maria Cecilia Lutterbach Lobato) (sid_242), Michigan (US State) (sid_24), North Carolina (US State) (sid_36), South Carolina (US State) (sid_43), Wisconsin (US State) (sid_52), cecilia lutterbach (Cecilia Lutterbach) (sid_190)",295,65.41
S176,11,2.44%,10,4.2%,"2023 (sid_181), 2024 (sid_197), 30 (sid_198), Connecticut (US State) (sid_9), Missouri (US State) (sid_27), Ohio (US State) (sid_38), Oklahoma (US State) (sid_39), Oregon (US State) (sid_40), Wyoming (US State) (sid_53), wanker (sid_134)",306,67.85
S19a,11,2.44%,8,3.36%,"Isvara (sid_208), Jyoti (sid_226), Kentucky (US State) (sid_19), Krishna (Deus, God) (sid_207), La Jolla, California (sid_62), New York (US State) (sid_35), Wyoming (US State) (sid_53), wrong-si (errado-si) (sid_161)",317,70.29
S192,10,2.22%,10,4.2%,"Illinois (US State) (sid_15), Indiana (US State) (sid_16), Iowa (US State) (sid_17), Michigan (US State) (sid_24), Minnesota (US State) (sid_25), Mississippi (US State) (sid_26), New Jersey (US State) (sid_33), Ohio (US State) (sid_38), Rhode Island (US State) (sid_42), Wisconsin (US State) (sid_52)",327,72.51
S1dc,9,2.0%,9,3.78%,"Alabama (US State) (sid_3), Delaware (US State) (sid_10), Florida (US State) (sid_11), Georgia (US State) (sid_12), Leduc (sid_80), Louisiana (US State) (sid_20), Oklahoma (US State) (sid_39), POPE LEO XIV (Pope Leo XIV) (sid_243), finger gun (sid_129)",336,74.5
S101,8,1.77%,8,3.36%,"Delaware (US State) (sid_10), Detroit, Michigan (sid_67), Deus (Deus-ceu) (sid_141), Edmonton (sid_76), Indiana (US State) (sid_16), Maryland (US State) (sid_22), North Dakota (US State) (sid_37), South Dakota (US State) (sid_44)",344,76.27
S185,8,1.77%,5,2.1%,"Prakrti (material, matter) (sid_203), Rajas (Passion) (sid_236), Sarjana (Sarga, Creation) (sid_211), beautiful (sid_184), breastfeeding (breastfeed) (sid_199)",352,78.05
S140,7,1.55%,7,2.94%,"Arkansas (US State) (sid_6), Kansas (US State) (sid_18), Kentucky (US State) (sid_19), Oklahoma (US State) (sid_39), Pennsylvania (US State) (sid_41), Philadelphia, Pennsylvania (sid_68), Sao Paulo (sid_74)",359,79.6
S11e,7,1.55%,3,1.26%,"8 (sid_175), Florianopolis (sid_72), Portugal (sid_57)",366,81.15
S157,6,1.33%,4,1.68%,"Adhvatmika (sid_215), Adhyatmika (adhyatmika) (sid_232), Maha-mantra (sid_222), birthday (sid_105)",372,82.48
S186,6,1.33%,6,2.52%,"2023 (sid_181), 3 (sid_169), 30 (sid_198), Guna (sid_204), Wisconsin (US State) (sid_52), Wyoming (US State) (sid_53)",378,83.81
S14a,6,1.33%,6,2.52%,"Delaware (US State) (sid_10), Edmonton (sid_76), Nebraska (US State) (sid_30), Nevada (US State) (sid_31), Pennsylvania (US State) (sid_41), Tennessee (US State) (sid_45)",384,85.14
S153,5,1.11%,3,1.26%,"Brahmana (Priestly class of Men)) (sid_239), Copenhagen, Denmark (sid_244), Ksatriya (Warrior class of men) (sid_240)",389,86.25
S147,5,1.11%,5,2.1%,"Baltimore, Maryland (sid_64), Berkeley, California (sid_65), Boston, Massachusetts (sid_63), Burbank, California (sid_66), Nebraska (US State) (sid_30)",394,87.36
S177,5,1.11%,4,1.68%,"Adhvatmika (sid_215), Adhyatmika (adhyatmika) (sid_232), Brahmana (Priestly class of Men)) (sid_239), Zebulon (Zebulon-Filho-de-Jacó) (sid_138)",399,88.47
S11a,4,0.89%,4,1.68%,"Arkansas (US State) (sid_6), Rhode Island (US State) (sid_42), crossed fingers (sid_132), rice (sid_93)",403,89.36
S106,4,0.89%,3,1.26%,"Red Deer (sid_81), Texas (US State) (sid_46), Ukraine (Ukrainian) (sid_108)",407,90.24
S19c,4,0.89%,3,1.26%,"California (US State) (sid_7), Illinois (US State) (sid_15), La Jolla, California (sid_62)",411,91.13
S1ec,4,0.89%,3,1.26%,"Purusa (sid_230), human (sid_187), people (sid_186)",415,92.02
S13f,3,0.67%,2,0.84%,"Florianopolis (sid_72), Sign of the Cross (Eastern) (sid_120)",418,92.68
S187,3,0.67%,3,1.26%,"Iowa (US State) (sid_17), Washington (US State) (sid_50), West Virginia (US State) (sid_51)",421,93.35
S10a,3,0.67%,2,0.84%,"brain (sid_188), moçambique (mozambique) (sid_126)",424,94.01
S180,3,0.67%,2,0.84%,"human (sid_101), sinagoga (sinagogê, reunir) (sid_139)",427,94.68
S160,2,0.44%,1,0.42%,Moksa (Liberation) (sid_206),429,95.12
S155,2,0.44%,1,0.42%,animal (sid_185),431,95.57
S1ea,2,0.44%,1,0.42%,Isvara (sid_208),433,96.01
S1fb,2,0.44%,2,0.84%,"Tennessee (US State) (sid_45), Vermont (US State) (sid_48)",435,96.45
S1ef,1,0.22%,1,0.42%,week-SI (semana-SI) (sid_164),436,96.67
S1c6,1,0.22%,1,0.42%,the middle finger (sid_133),437,96.9
S17b,1,0.22%,1,0.42%,Rajas (Passion) (sid_236),438,97.12
S163,1,0.22%,1,0.42%,Vulcan salute (sid_135),439,97.34
S181,1,0.22%,1,0.42%,jnana yoga (sid_245),440,97.56
S1a0,1,0.22%,1,0.42%,Kazakhstan (Kazakh) (sid_117),441,97.78
S1c5,1,0.22%,1,0.42%,Catur Varna (sid_238),442,98.0
S17e,1,0.22%,1,0.42%,jnana yoga (sid_245),443,98.23
S183,1,0.22%,1,0.42%,Japa (Chanting) (sid_221),444,98.45
S118,1,0.22%,1,0.42%,Idaho (US State) (sid_14),445,98.67
S1f2,1,0.22%,1,0.42%,finger heart (sid_128),446,98.89
S154,1,0.22%,1,0.42%,"Dr. William C. Stokoe, Jr. (sid_58)",447,99.11
S121,1,0.22%,1,0.42%,Calgary (old) (sid_77),448,99.33
S1f8,1,0.22%,1,0.42%,ANÁS (Anás) (sid_143),449,99.56
S1de,1,0.22%,1,0.42%,7 (sid_173),450,99.78
S1d4,1,0.22%,1,0.42%,woman (sid_109),451,100.0
