Handshape,Token Count,% Use,Gloss Count,% Gloss Coverage,Glosses Using this Handshape,Token Ct (cuml),Token Ct (cuml%)
S192,7,1.81%,6,2.05%,"ane (sid_127), i (sid_172), imouto (sid_119), ぃ (ィ, -i) (sid_300), い (イ, i) (sid_222), お母さん (ママ, 母, おふくろ, かあちゃん, 母上, 母親) (sid_185)",288,74.61
S186,7,1.81%,6,2.05%,"3 (sid_39), Edogawaku (sid_20), Minamida (sid_117), ゅ (ュ, -yu) (sid_295), わ (ワ, wa) (sid_264), 江戸川 (Edogawa) (sid_189)",295,76.42
S10a,7,1.81%,6,2.05%,"GImon (sid_57), okashii (sid_64), roukyou (sid_16), shiro (sid_9), shiro-2 (sid_41), 白 (shiro) (sid_312)",302,78.24
S185,7,1.81%,4,1.37%,"Adamu (sid_23), Taberu (sid_74), matsuhuji (sid_61), 終わり (終了, おしまい) (sid_194)",309,80.05
S181,6,1.55%,5,1.71%,"ho (sid_144), ほ (ホ, ho) (sid_250), ぼ (ボ, bo) (sid_288), ぽ (ポ, po) (sid_293), 桃色 (ピンク, pinku) (sid_320)",315,81.61
S1a3,5,1.3%,4,1.37%,"damasu (gomakasu, usotsuki) (sid_182), ki (sid_110), き (キ, ki) (sid_227), ぎ (ギ, gi) (sid_270)",320,82.9
S180,5,1.3%,5,1.71%,"ko (sid_121), く (ク, ku) (sid_228), ぐ (グ, gu) (sid_271), こ (コ, ko) (sid_230), ご (ゴ, go) (sid_273)",325,84.2
S1b3,4,1.04%,4,1.37%,"tsu (sid_95), っ (ッ, -tsu) (sid_297), つ (ツ, tsu) (sid_238), づ (ジ, dzu) (sid_281)",329,85.23
S144,4,1.04%,4,1.37%,"4 (sid_169), ke (sid_52), ょ (ョ, -yo) (sid_296), よ (ヨ, yo) (sid_258)",333,86.27
S18c,3,0.78%,3,1.03%,"mi (sid_84), み (ミ, mi) (sid_252), ゆ (ユ, yu) (sid_257)",336,87.05
S16d,3,0.78%,2,0.68%,"ko-hi- (sid_60), パンダ (Panda) (sid_186)",339,87.82
S154,3,0.78%,2,0.68%,"basyo (sid_101), ふじ色 (Fujiiro) (sid_323)",342,88.6
S140,3,0.78%,3,1.03%,"ka (sid_46), か (カ, ka) (sid_226), が (ガ, ga) (sid_269)",345,89.38
S106,3,0.78%,3,1.03%,"10 (十, じゅう) (sid_309), nu (sid_113), ぬ (ヌ, nu) (sid_243)",348,90.16
S196,3,0.78%,3,1.03%,"chi (sid_25), ち (チ, chi) (sid_237), ぢ (ヂ, ji) (sid_280)",351,90.93
S101,2,0.52%,1,0.34%,DVD (sid_90),353,91.45
S147,2,0.52%,2,0.68%,"け (ケ, ke) (sid_229), げ (ゲ, ge) (sid_272)",355,91.97
S1f4,2,0.52%,2,0.68%,"suki (sid_24), も (モ, mo) (sid_302)",357,92.49
S110,2,0.52%,2,0.68%,"ろ (ロ, ro) (sid_263), 灰色 (Haiiro, Gurē) (sid_314)",359,93.01
