Handshape,Token Count,% Use,Gloss Count,% Gloss Coverage,Glosses Using this Handshape,Token Ct (cuml),Token Ct (cuml%)
S10a,2,33.33%,2,40.0%,"mother (aama) (sid_2), white (sid_1)",2,33.33
S15d,1,16.67%,1,20.0%,is (chha) (sid_3),3,50.0
S100,1,16.67%,1,20.0%,Kathmandu (sid_33),4,66.67
S15a,1,16.67%,1,20.0%,Kathmandu (sid_33),5,83.33
S1ed,1,16.67%,1,20.0%,Nepal (sid_4),6,100.0
