Handshape,Token Count,% Use,Gloss Count,% Gloss Coverage,Glosses Using this Handshape,Token Ct (cuml),Token Ct (cuml%)
S192,39,2.48%,31,3.63%,"2nd-Japhet (sid_457), Hi (sid_844), I-i (sid_565), Israel (sid_462), J-j (sid_114), JR (sid_120), Japhet (sid_593), Japhet-spelled (sid_628), John (sid_28), Joshua (sid_445), July (sid_234), June (sid_44), Legaspi-spelled (sid_255), Lingyon-spelled (sid_496), Mary-Jane (sid_148), Tilmag-spelled (sid_289), Tuberculosis-spelled (sid_754), antibiotic-spelled (sid_138), bacteria-spelled (sid_69), bactria (sid_696), how-many (sid_647), idea (sid_360), important (sid_149), industrious (sid_378), juice (sid_743), last (sid_187), olive-spelled (sid_36), original (sid_692), skinny (sid_70), spy (sid_603), thread (sid_554)",906,57.71
S1ce,36,2.29%,24,2.81%,"9 (sid_530), F-f (sid_131), FA (sid_293), February (sid_522), Filipino (sid_382), choose (sid_717), decide (sid_687), explain (sid_512), faith (sid_666), family (sid_689), farm (sid_65), fear (sid_778), feet (sid_668), find (sid_765), fish (sid_557), flag (sid_727), food (sid_500), justice (sid_140), lock (sid_447), lymphnodes (sid_34), lymphnodes (sid_505), make-fire (sid_246), money (sid_764), relationship (sid_464)",942,60.0
S147,35,2.23%,26,3.04%,"A-B-person (sid_190), B-b (sid_651), God (sid_11), TB (sid_710), Tuberculosis-spelled (sid_754), antibiotic-spelled (sid_138), bacteria-spelled (sid_69), bactria (sid_696), barangay (sid_737), beginning (sid_883), big (sid_802), blue (sid_155), body (sid_73), boss (sid_595), brave (sid_490), brother (sid_475), close (sid_759), fair (sid_556), fair (sid_714), industrious (sid_378), open-floor (sid_354), open-sky (sid_67), small (sid_75), smell-bad (sid_418), window (sid_343), work-dog (sid_208)",977,62.23
S1dc,34,2.17%,26,3.04%,"Kulakog-spelled (sid_139), L-l (sid_782), Legaspi (sid_342), Legaspi-spelled (sid_255), Leviticus (sid_191), Ligao (sid_79), Lingyon-spelled (sid_496), Lord (sid_699), Pamela-Pearl (sid_76), Tilmag-spelled (sid_289), Tuberculosis-spelled (sid_754), alive (sid_865), hell (sid_889), land (sid_260), later (sid_164), later (sid_763), law (sid_247), lazy (sid_632), library (sid_126), library (sid_761), license (sid_639), live (sid_486), long (sid_241), lungs (sid_577), olive-spelled (sid_36), wanted (sid_8)",1011,64.39
S19a,33,2.1%,25,2.92%,"July (sid_234), Legaspi (sid_342), Lingyon-spelled (sid_496), Maryann-spelled (sid_403), Mayon-spelled (sid_444), Y-y (sid_702), drunk (sid_477), fat (sid_50), forever (eternal) (sid_892), measure (sid_284), now (sid_655), play (sid_171), same (sid_416), same (sid_474), same-God (sid_498), stay (sid_493), stay-long (sid_295), stay-short (sid_438), sweat (sid_507), telephone (sid_59), why (sid_622), wrong (sid_330), yellow (sid_242), yes (sid_421), yesterday (sid_433)",1044,66.5
S16d,33,2.1%,24,2.81%,"C-c (sid_51), Cain (sid_294), Canaan (sid_222), Canaan-spelled (sid_787), Christ (sid_624), Christmas (sid_347), Tuberculosis-spelled (sid_754), antibiotic-spelled (sid_138), bacteria-spelled (sid_69), bactria (sid_696), chapter (sid_329), church (sid_376), cloth (sid_240), communication (sid_314), complete (sid_57), cow (sid_708), create (sid_885), done (sid_88), drink (sid_504), juice (sid_743), pay-back (sid_124), search (sid_753), summary (sid_177), wow (sid_91)",1077,68.6
S1f5,30,1.91%,18,2.11%,"1st (sid_328), back-and-forth (sid_605), back-and-forth (sid_840), come-down-near (sid_143), continue (sid_770), every (sid_629), follow (sid_520), inferior (sid_27), not (sid_228), oppress (sid_569), oppress-3 (sid_648), other (sid_676), pride (sid_206), proud (sid_832), remember (sid_813), supreme (sid_546), which-one (sid_390), which-one (sid_827)",1107,70.51
S180,29,1.85%,19,2.22%,"again (sid_786), angel (sid_411), animal (sid_487), avoid (sid_440), center (sid_122), die (sid_77), have (sid_776), heaven (sid_886), hip (sid_204), how (sid_181), liver-swollen (sid_351), man (sid_563), protect (sid_415), shame (sid_1), tired (sid_453), tired (sid_649), woman (sid_357), yet (sid_430), young (sid_672)",1136,72.36
S11a,25,1.59%,17,1.99%,"Ararat-spelled (sid_423), JR (sid_120), Maryann-spelled (sid_403), R-r (sid_472), Sir (sid_89), Tuberculosis-spelled (sid_754), bacteria-spelled (sid_69), bactria (sid_696), banana-heart (sid_669), raven-spelled (sid_728), respect (sid_539), responsible (sid_6), rice (sid_116), risen (sid_19), roof (sid_663), room (sid_267), rules (sid_133)",1161,73.95
S1ea,24,1.53%,22,2.57%,"Japhet-spelled (sid_628), T-t (sid_384), TB (sid_710), Tilmag (sid_756), Tilmag-spelled (sid_289), Tuberculosis-spelled (sid_754), antibiotic-spelled (sid_138), bacteria-spelled (sid_69), bactria (sid_696), fever (sid_353), harvest (sid_838), hurt (sid_601), ice-cream (sid_370), patient (sid_134), tall (sid_340), tall (sid_722), tall (sid_777), temporal (sid_161), temporary (sid_279), tent (sid_835), testimony (sid_826), tuesday (sid_188)",1185,75.48
