Handshape,Token Count,% Use,Gloss Count,% Gloss Coverage,Glosses Using this Handshape,Token Ct (cuml),Token Ct (cuml%)
S154,8,0.38%,5,0.45%,"ball (sid_90), chocolate (sid_1074), cookie (biscuit) (sid_92), do (sid_359), passion (sid_280)",1980,93.62
S103,8,0.38%,5,0.45%,"declare (sid_376), degree (sid_1037), democracy (sid_1133), diamond (sid_1135), withdraw (money) (sid_1057)",1988,94.0
S18d,7,0.33%,7,0.62%,"M (m) (sid_212), March (march) (sid_139), May (may) (sid_141), Ministry of Education (MoE, MOE) (sid_802), Monday (monday) (sid_149), mango (sid_1009), million (sid_165)",1995,94.33
S156,7,0.33%,4,0.36%,"egg (sid_553), elephant (sid_1077), turn (sid_781), wet (sid_747)",2002,94.66
S17c,7,0.33%,4,0.36%,"couple (sid_945), email (e-mail, e mail) (sid_562), fat (sid_575), nasi lemak (sid_388)",2009,94.99
S17d,6,0.28%,5,0.45%,"boyfriend (sid_36), brother (sid_34), husband (sid_29), popiah (sid_384), son (sid_32)",2015,95.27
S1e4,6,0.28%,4,0.36%,"Japan (sid_1104), awake (sid_508), bird (chicken) (sid_94), rooster (sid_326)",2021,95.56
S1eb,6,0.28%,5,0.45%,"dumpling (sid_386), ear (sid_551), hair (sid_724), thin (sid_542), write (compose) (sid_796)",2027,95.84
S181,6,0.28%,3,0.27%,"comfort (comfortable) (sid_713), noble (sid_861), wonton (sid_385)",2033,96.12
S19c,5,0.24%,5,0.45%,"I love you (i love you) (sid_421), air ticket (sid_1123), airplane (aeroplane, plane) (sid_53), airport (sid_1118), those (sid_934)",2038,96.36
S1f0,5,0.24%,3,0.27%,"Q (q) (sid_216), gallery (sid_276), soft-spoken (sid_846)",2043,96.6
S15f,4,0.19%,4,0.36%,"book (sid_517), email (e-mail, e mail) (sid_562), empty (sid_557), temple (sid_946)",2047,96.78
S152,4,0.19%,3,0.27%,"Africa (sid_918), and (sid_908), clothes (clothing) (sid_534)",2051,96.97
S1c1,4,0.19%,3,0.27%,"choose (sid_537), internet (sid_596), oil (sid_778)",2055,97.16
S179,4,0.19%,4,0.36%,"ask (sid_647), prosper (sid_913), prosperity (sid_914), united (sid_888)",2059,97.35
S10f,4,0.19%,3,0.27%,"bochap (don't care, indifferent, do not care) (sid_351), choose (sid_535), hold high (sid_836)",2063,97.54
S151,3,0.14%,2,0.18%,"float (sid_720), shocked (sid_8)",2066,97.68
S12d,3,0.14%,2,0.18%,"Indonesia (sid_257), horse (sid_320)",2069,97.83
S1d1,3,0.14%,2,0.18%,"cat (sid_95), find (sid_821)",2072,97.97
S105,3,0.14%,2,0.18%,"December (december) (sid_148), dragon (sid_317)",2075,98.11
S1e3,2,0.09%,1,0.09%,quick (sid_972),2077,98.2
S198,2,0.09%,1,0.09%,Shanghai (shanghai) (sid_295),2079,98.3
S18c,2,0.09%,2,0.18%,"MRT (sid_1088), mango (sid_1009)",2081,98.39
S17a,2,0.09%,1,0.09%,citizen (sid_891),2083,98.49
S17b,2,0.09%,2,0.18%,"experienced (sid_454), goat (sid_322)",2085,98.58
S1c3,2,0.09%,2,0.18%,"choose (sid_537), light (sid_738)",2087,98.68
S17e,2,0.09%,1,0.09%,interactive (sid_264),2089,98.77
S132,2,0.09%,1,0.09%,Indonesia (sid_257),2091,98.87
S160,2,0.09%,1,0.09%,I am (sid_759),2093,98.96
S17f,2,0.09%,1,0.09%,how (how are you) (sid_254),2095,99.05
S104,2,0.09%,2,0.18%,"dog (sid_96), withdraw (money) (sid_1057)",2097,99.15
S1de,2,0.09%,1,0.09%,smooth (sid_954),2099,99.24
S10a,2,0.09%,2,0.18%,"X (x) (sid_223), hearing aid (sid_589)",2101,99.34
S1f1,2,0.09%,2,0.18%,"flu (sid_567), thin (sid_540)",2103,99.43
S1a5,2,0.09%,2,0.18%,"seven (7) (sid_189), seventh (sid_173)",2105,99.53
S1f8,1,0.05%,1,0.09%,"take (take out (food), take away (food)) (sid_774)",2106,99.57
S19f,1,0.05%,1,0.09%,"taxi (cab, taxicab) (sid_54)",2107,99.62
S15c,1,0.05%,1,0.09%,afternoon (sid_158),2108,99.67
S13d,1,0.05%,1,0.09%,no (sid_86),2109,99.72
S1ee,1,0.05%,1,0.09%,newspaper (sid_466),2110,99.76
S13f,1,0.05%,1,0.09%,money (sid_957),2111,99.81
S1e1,1,0.05%,1,0.09%,because (sid_662),2112,99.86
S1d0,1,0.05%,1,0.09%,earring (sid_72),2113,99.91
S1c0,1,0.05%,1,0.09%,earth (sid_555),2114,99.95
S16f,1,0.05%,1,0.09%,collect (sid_437),2115,100.0
