canonical_gloss,synonyms,sid,FSW
celebre,,560,M542x534S30007482x482S23f09520x511S20500511x467S14711521x482
célibataire,celibataire,1347,M550x517S30000482x482S1ce01515x461S20500494x463S26c00523x493S26c18449x493S1ce09457x460S2fd00488x451
cerf,,262,M544x518S30001482x483S30007482x483S14c20521x475S14c28456x476S20500510x472S20500482x472S2fb00493x433S22b11455x446S22b07520x447
cest-long,,681,M554x559S30c00482x482S19a10526x513S34300482x482S36d00479x526S26b00527x541
chamois,,35,M537x517S30000482x482S11800522x464S20600490x466
champagne,,1052,M522x532S16d48477x496S20310500x517S24b08500x469S21000500x498
champignon,,581,M531x528S10018480x498S20500511x501S22a04503x481S15412470x472S22a04518x481
chance,,854,M531x535S1ec40507x500S1ec48469x499S2f900516x530S2fa00471x527S26a00504x478S26a10468x478S2fb00490x465
changer-avis,,24,M520x517S30000482x482S20500491x467S14710506x454S2df06500x426
chapeau,,1049,M518x517S30000482x482S15d12487x456S20600461x473
chapeau-1,,755,M558x535S2ff00482x482S1dc50503x438S1dc58475x438S23b04516x473S23b1c464x473S22b12442x495S22b06528x495S2fb04492x529
chapeau-2,,361,M557x535S2ff00482x482S2fb04492x529S22b06527x495S23b04514x473S23b1c465x473S22b12443x495S15d50502x441S15d58480x441
chat,,135,M549x556S30002482x482S30006482x482S12910519x494S26505528x527S2fb04492x550S12918455x494S26513461x527S20500518x517S20500474x515S21b00541x544S21b00454x543
chat,,498,M591x535S30002482x482S30006482x482S12910519x494S11e11566x489S11e19409x488S12918455x494S26512435x502S26506548x503S2fb04494x529
chat,,1344,M549x556S30002482x482S30006482x482S12910519x494S26505528x527S2fb04492x550S12918455x494S26513461x527S20500518x517S20500474x515S21b00541x544S21b00454x543
chateau,,228,M537x531S1ed40506x468S1ed48469x468S2e60a504x490S2e612463x491S2fb04493x525
chaud,,1404,M518x576S33b00482x483S18500488x523S2e20c495x542
chaussette,,1257,M573x551S16041502x462S16049476x462S20500495x448S26506528x470S26512456x471S20500496x486S18516438x510S18548427x471S18516484x509S1851e504x509S20b00496x538S26502523x511S1851e547x508S26516459x513S18540547x471
