canonical_gloss,synonyms,sid,FSW
MERCURE,"liste: PLANETES, liste: NATURE, liste: CIEL, liste: DICO BILINGUE, lexique SGBFSS",7218,M530x572S16c10492x429S16c18471x429S16c18475x522S11810483x545S26d08503x550S2f900504x541
MOUDON,"liste: GEOGRAPHIE, liste: SUISSE, FMS59, liste: VILLES, liste: VAUD, liste: DICO BILINGUE, liste: VILLE, liste: VILLE SUISSE, lexique SGBFSS",1231,M548x527S33100482x482S10020505x497S22f00523x494S21100529x478
dinosaure,"liste: ANIMAUX, EMM5, liste: DICO BILINGUE, lexique SGBFSS",3001,M527x530S18518500x470S3760b472x484S14401483x477S22b03477x503S21100494x516S37713505x500
poudreuse,"liste: HIVER, liste: NEIGE, liste: DICO BILINGUE, liste: NATURE, lexique SGBFSS",7236,M519x522S18551492x478S21200481x508
registre,"liste: DICO BILINGUE, lexique SGBFSS",10006,M568x512S16d31548x489S16d39433x489S16d40503x492S16d48480x492S28812457x497S2880a523x498
guépard,"liste: ANIMAUX, liste: AFRIQUE, EMM5, liste: DICO BILINGUE, lexique SGBFSS, liste: FELINS",3343,M536x555S36d00479x446S1ce10514x449S1ce18463x455S2920c514x484S29214470x494S20500506x493S20500504x514S20500483x501S20500484x521S2fd00492x549
maman,"mère, liste: FAMILLE, EMM2, EMM5, liste: DICO BILINGUE, JEU SIGNMATCH, lexique SGBFSS, MEDSIGN-niv1-cours2, liste: GYNECOLOGIE / OBSTETRIQUE, JEU SignRadar 8, liste MB personnes",188,AS15d10S20600S30006M539x517S30006482x482S15d10519x486S20600517x472
défendre,"se défendre, liste: VERBES, liste: DICO BILINGUE, lexique SGBFSS",6682,M549x548S30000482x483S30004482x483S10001515x482S10009472x518S20500494x470S20500498x521S10029451x483S28100514x454S10021516x437S28100529x464S28118457x508S28118438x501
assis dans la bus près de la vitre,,6069,M524x523S15d18476x477S11050505x496
SAINT-ESPRIT,"liste: BIBLE, FMS33, liste: DICO BILINGUE",5358,M521x586S2ff00482x482S15210489x460S36d00479x531S18532494x561S2520c487x511S22104494x549
signer,"s'exprimer en langue des signes, liste: ECOLE, liste: COMMUNICATION, EMM3, liste: VERBES",4559,AS14c10S14c18S2eb00S2eb40M551x531S14c10506x469S14c18476x469S37801517x499S37809480x499S2eb00536x472S2eb40450x475
arme blanche,"SE à voir, liste: MILITAIRE",526,M596x569S1850d441x534S18505410x533S30007482x483S10111519x491S20303575x527S26603556x547S2d604526x481S21100513x474
papier alu,"liste: CUISINE, liste: USTENSILE DE CUISINE, liste: MATIERE, liste: DICO  BILINGUE, papier aluminium",9168,M539x560S1f739463x469S1f751474x465S26a07490x453S20e00504x441S20e00513x451S1f720462x545S1dc20487x529S11520524x529
ange,"liste: NOEL, liste: DICO BILINGUE, liste: CIEL, lexique SGBFSS",10127,M558x567S36d00479x536S20500468x537S29114457x503S2910c521x503S20500524x536S36a00483x477S10b01537x537S10b09448x535
ODILE CANTERO,,6203,M534x519S36d00479x481S17610491x503S20600512x504
indépendant,"indépendante, indépendance",3820,M533x535S36d00479x498S20500503x507S20500486x507S1ce02502x513S1ce0a466x513S2b701514x467S2b710470x466
bouleverser,"liste: VERBES, liste: DICO BILINGUE, lexique SGBFSS",7723,M552x628S14c04522x547S14c08511x578S35d04482x483S2eb1e508x613S2eb36520x524
TWIX,"liste: ALIMENTATION, liste: NOURRITURE, liste: MARQUES, liste: DICO BILINGUE, lexique SGBFSS",7598,M522x517S22110478x510S10e02492x494S22114479x484
point de vue,"avis, liste: RELATION, liste: DICO  BILINGUE, lexique SGBFSS",9339,M550x540S10e51518x474S10e59454x488S10e51507x515S22a04537x461S22a14450x479S22a04522x501
peignoir,"liste: VETEMENTS / HABITS, liste: DICO BILINGUE, lexique SGBFSS",1212,M536x581S36d00479x419S20342501x437S2034a482x437S26502521x438S26516457x438S36d00480x512S20500495x456S20300517x538S20308472x566S2a008499x552S2a012484x542
banquette,"liste: MOBILIER, liste: TRANSPORTS, liste: CIRCULATION, lexique SGBFSS, liste: DICO BILINGUE, liste: VEHICULES, lexique SGBFSS",2790,M554x559S19a48462x441S19a40504x441S22a04512x465S22a14470x465S22e00529x452S22e10447x453S11858470x532S11850495x531S2480a526x536
ALDI,"liste: MAGASINS, liste: DICO  BILINGUE, lexique SGBFSS",9007,M524x565S15d19477x449S15d11501x449S15d19478x530S15d12492x540S20500497x436S20500481x554
serré entre plusieurs personnes,,7065,M566x520S14520541x480S14528439x481S26602514x495S26616462x496S36f00479x510S36f50468x510
neige,,939,M579x574S14c20517x426S14c28457x425S14c50516x527S14c58456x526S22c04520x476S22c14457x472S22524547x487S22524421x483S2fb00491x568
poli,"lexique SGBFSS, liste: DICO BILINGUE, polie",9680,M551x597S30000483x447S1ea10499x449S20500495x432S1ea18480x449S2ff00482x518S1ea40528x574S1ea48451x576S25613455x546S25605519x543
se tromper,liste: DICO BILINGUE,1043,M541x539S30004482x483S19a00486x519S20600519x512
