canonical_gloss,synonyms,sid,FSW
Bienvenido,,799,M552x625S30d00482x483S33e10493x504S30004482x483S20500493x520S15d01500x532S26500484x532S10e3a461x568S10e32500x568S2ea00537x564S2ea1c442x564S15d31499x602S15d39469x601S2fb04487x586S2d517444x603S2d50f527x602
binance,,621,M518x556S1470b484x535S14721496x523S33e00482x483
Binance,,616,M518x556S14721496x522S1470b484x535S33e00482x483
bird,,90,M518x538S33e00482x482S1f451466x517S22114440x512
black,,96,M535x526S15d38465x475S11550491x496S21100490x474S26c00508x482
Blanco,,404,M526x520S14756481x480S14730491x498S26506511x493S20e00475x501
blanco color,,818,M527x528S14731496x497S37807474x488S21400475x517S21100477x499S26507514x515S20357500x473
blood,,125,M524x524S20356508x509S20331503x475S21100477x482
blue,,48,M519x525S15d39486x502S1fb41480x475S21100506x481
boat,,6,M523x540S15d49476x517S15d41500x517S26500501x483S26510481x482S2fb00492x460
Bonito,,196,M540x525S31400482x483S14c00517x486S17e00461x510S29103467x463
borrego,,1973,M546x518S30000482x483S20500495x469S31430490x496S33e10493x506S15d00494x438S15d20525x445S2a200523x479
BORREGO,,2016,M548x518S30000482x483S15d00495x441S15d20525x450S20500495x470S31430489x496S33e10492x505S2df00527x487
Borrego,,2051,M566x518S15d20547x442S15d00517x438S33e00482x483S20500492x466S2df00534x484
Borrego,,2052,M566x518S15d20547x442S15d00517x438S33e00482x483S20500492x466S2df00534x484
Borrego,,2086,M552x518S15d20533x454S2df00510x463S30000482x483S20500496x471S33e10492x505S31430489x494
bother,,22,M575x535S36d10479x466S18030545x514S18038429x514S20500458x492S20500530x492S20500445x493S20500542x491S2fc04494x524
Brasil,,2033,M536x577S31400482x483S34010492x505S20356489x562S20e00495x548S14720496x523S26a00509x543
brinde,,795,M536x579S30d00482x483S33e10492x505S36d00479x522S18530511x536S18538470x535S26500520x555S26510475x555S22100521x572S22100476x572S2fb04496x552
buen,,709,M521x523S36d00479x477S15a01472x484S26500473x508S20500465x497
Buenos-dias,,58,M521x557S36d00479x444S1035f484x507S15d01489x457S20500490x525S15d5a486x538S25504491x483
Burro,,1926,M549x518S31400482x483S34410495x505S14710522x476S14718463x475S26a00522x502S26a10447x501
Burro,,2053,M559x518S34400482x483S14710527x464S14718461x465S26a00532x500S26a10450x501
BV,,1100,M514x532S1a320486x468S2e200494x500
C,,492,M509x510S16d20492x490
C,,716,M509x510S16d10492x490
C. María Hernández,,1934,M521x561S31400482x483S33e10492x504S16d10484x538S19a02501x533
ca,,1105,M523x524S20357478x490S26a01497x503S21400481x482S16d20506x477
caballo,,542,M546x518S30007482x483S10110530x461S20500516x478S23200519x498
Caballo,,848,M555x519S30007482x483S21100512x475S23200529x499S13810526x466
Caballo,,945,M518x518S21900493x491S34000482x483S10018462x477S2d600458x460S2f505484x463
cabra,,457,M538x570S30000482x456S30004483x509S10e00521x428S15700520x533S22a04488x555S21600510x553
Cada,,790,M524x517S2880a490x484S1f542509x493S1f542477x493
Cada,,195,M521x518S1fb00506x499S2da00480x483
café,,708,M520x521S16d40502x480S16d44481x501S21100505x507S21400481x490
Calendario,,300,M519x535S15d18481x465S20e00498x500S16d10502x471S22a04497x520
caliente,,217,M525x540S33b00482x483S16d14455x516S22204472x513S22200471x535S21100490x519S26506510x518
Cama,,194,M540x518S16d10523x494S31500482x483S20600517x478
cambiar_1,,706,M529x569S30c00482x489S30152492x477S28822488x529S1f512514x529S1f746513x546S21100493x545S1f74e469x549S1f51a468x531
Camino,,363,M533x533S15d48467x506S15d40514x506S2dc06496x467
campanada_1,,791,M561x526S30f00482x483S33b10493x507S20310526x487S20318526x511S26620545x493
Campeche,,730,M552x518S31900482x483S19c02523x479S20500519x492
Cancún,,418,M527x527S16d20473x493S11534512x497S2880a489x474
candelaria,,804,
Capítulo,,2028,M525x560S31400482x483S15d28473x533S20500496x535S21416487x530S16d10508x533S34410494x504
car,,144,M534x517S1f720484x487S15a1a479x505S26a02466x483S20f00508x500
Cara enojada,,476,M518x518S30c00482x483S36100482x483
Cara feliz,,475,M518x518S31400482x483S34000482x483
Cara feliz,,480,M518x518S31400482x483S33e00482x483
Cara triste,,477,M518x518S31600482x483S34100482x483
Cariño,Querer,320,M521x515S16d11479x495S36d00479x485S20600449x498
Carmen Adelina,,858,M572x549S2ff00482x483S15710526x490S29a0c557x506S20310524x534
Carmen Adelina,,866,M544x564S31400482x483S33e10493x505S14e10519x474S2990c523x510S1f510522x549
carne,,226,M514x526S1a82a486x474S20312492x511S20800495x499
carne,,607,M519x525S1d411494x476S14c5a481x501S20800482x495
carpintero,,241,M536x523S20310485x508S1924a465x478S20f00489x492S26506521x489
casa,,177,M518x540S1ae08484x518S1ae00500x518S32400482x482
CASA,,1963,M528x514S20500494x486S15a19472x491S15a11505x491
Casa,,343,M530x520S15a11507x497S15a19471x497S20500490x482S20500503x481
cat,,17,M551x525S30006482x482S20f00510x513S15002520x486S26a06514x465
Cayo,,390,M525x532S14c49498x505S14c4f498x470S22b04475x468S20b00475x504
Cayéndose la casa,,352,M546x620S15a11509x549S15a19472x549S14c42515x596S14c4a457x595S20500496x534S22a24495x583S34300482x483S30d00482x482
cebra,,420,M534x611S30007477x483S10110518x478S36d00481x540S14c02498x554S14c06475x588S22a02475x559S22a06516x596
Cerdo,,2079,M524x570S31400482x483S33e10492x505S15d39479x531S1f450495x537S26c07496x552
cereal,,608,M559x545S16d21518x510S22f03538x524S30d00482x483
cero,,609,M508x508S17610492x492
Cesar,,820,M525x576S2ff00481x483S36d00479x523S14a11466x527S11a11499x547S22b05476x552
ChatGPT,,1893,M528x572S31400482x483S34010492x505S15419474x527S10a01500x534S26c02490x545S2f900481x520
Chiapas,,731,M559x527S16d10512x473S16d18468x473S12d02503x504S12d0a466x503S2a20b536x495S2a213442x492
Chihuahua,,732,M526x565S30004482x483S34010493x504S16d10509x521S12d02472x516S2df00494x544
child,,13,M518x557S30004482x482S1f13e495x528S20500505x520
Cien,,842,M528x530S10000473x481S10000510x481S21600520x471S22d06474x514
Cinco,,271,M512x516S14c20489x485
Cine,,192,M530x532S37814498x514S14c27492x482S20350490x508S23102470x468S20500475x502
Cine,,318,M540x533S20356492x518S37816460x523S14c20489x468S20800494x503S23602523x474
cumpleaños del Circulo Rojo,Circulo Rojo,535,
Ciudad de México,,733,M565x518S15d39477x428S20500494x444S1f532491x394S2950c506x416S30000482x483S20500494x471S10e12516x480S26600549x477
cl,,1102,M521x521S36d00479x479S22203470x511S1c211477x486S22203467x514
CL ACOMPAÑAR 2,,1912,M518x516S10e00482x486S26600502x485
CL BANDERA  01 ACF,,668,M544x544S2f802451x494S36d01479x456S14c10468x476S14c18470x513S22c06501x485S22c16502x525
CL BANDERA 02 ACF,,669,M545x543S36d03479x458S14c10501x475S14c18503x512S22c12455x522S22c02455x485S2f806534x491
CL CONMIGO 4-4,,1920,M529x529S14400507x471S14408471x471S26615475x507S26603501x507
CL DORMIR,,1907,M551x547S31630490x496S15a17523x524S15a19514x514S30005482x483S20500511x513S20500541x510
CL MONTAÑA,,1910,M531x525S14c50470x494S24a0a484x475
cl1,,1103,M548x573S36100482x483S1a042477x520S21100510x518S30004482x483S2d508505x535S14c5d521x547
Clases,,327,M530x525S16d43470x501S18546515x499S20710485x476
clock,,44,M531x526S15d48468x475S1a052487x474S2c400491x503
Coahuila,,734,M536x531S30000482x483S30004482x483S20500496x471S20500495x520S16d10519x469S22b04520x497
COCHE,,2017,M521x526S1f750501x478S20348505x511S20e00507x496S26a02479x475
coche,,1974,M521x529S1f720501x477S20e00508x497S2034c506x514S26a02480x471
coffee,,88,M521x524S16d40503x475S16d44493x504S21100478x483
coffee,,117,M512x525S16d40494x475S16d44487x505
cold,,162,M543x539S1d810519x462S1d818471x462S27102528x499S27116457x499S2fb04467x486S2fb04492x516
Colima,,735,M548x525S30006482x483S20500520x493S17c10529x487S22a05535x511S22104527x476
Color,,2048,M535x567S31400482x483S34410495x504S20348491x552S20f00486x537S10a11507x527S22225495x518
Color Amarillo,,2043,M540x569S31400482x483S34710493x504S20356490x553S21100492x537S21400491x531S1f531505x532S26c07520x551
