canonical_gloss,synonyms,sid,FSW
colour red,red,351,M531x548S2ff00482x482S10002501x510S20500495x506S26602480x532S21100493x519
colour. yellow,yellow,353,M522x541S14c58478x460S10020496x484S20500499x482S20500512x482S22b14481x511
comb ones hair,comb hair,523,M549x530S2ff00482x483S14e11521x477S26a05521x509
come,,14,M528x514S10610513x486S26602473x498
come-back,,80,M542x529S10e30527x471S10e51458x504S26603492x494
communication,"communicate, conversation",729,M532x556S2ff00482x483S16d10510x516S16d18474x517S26c08505x541S26c18469x541
Emotions,Confused,287,M549x517S15011521x485S2ff00482x482S2f300514x460
congratulations,theme: cards,429,M526x610S1f540509x531S1f548478x549S2eb00511x561S2eb44476x578S2fb04498x601S33e00482x482
think,"consider, theme: contact symbols",405,M534x525S2ff00482x482S10001513x495S21100507x478
contact,Theme: poster,319,M556x524S1ce10501x475S1ce48475x475S20700490x509S26602526x488S26616443x489
corner,theme: contact symbols,393,M524x518S15a41501x495S15a49477x495S20600490x481
Cost,"Price, Theme: poster",318,M526x535S15d37485x512S22a07497x497S18531475x509S14c01500x475S22621489x464
cough,theme: contact symbols,392,M521x521S36d00479x479S20352493x506S20c00487x491
Counties,Russia,251,M540x537S30004482x483S10012489x522S26506525x522
Counties,Wales,270,M511x542S18620490x459S18b20491x512S22a04493x493
Countries,Holland,217,M566x531S17d10520x490S17d18456x492S30006482x483S30002482x483S28805519x510S2881d450x511S18510541x512S18518429x512
Countries,Sweden,571,M522x540S15a56495x528S20e00478x528S17d21488x505S22f00493x487S18521493x461
Countries,Norway,218,M524x520S11920477x494S24509495x481
Countries,Egypt,246,M532x518S30000482x483S10620485x456S20600510x474
Sweden,country,623,M522x540S15a56495x528S20e00478x528S17d21488x505S22f00493x487S18521493x461
Family,"Relations, Cousin",529,M538x562S16d10520x505S30005482x483S2e230519x530
cousin,,739,M514x525S1ed10486x476S2e500491x498
cow,theme:ANIMAL,204,M563x517S30001482x482S30007482x482S19a10504x479S19a18470x479S20500531x476S20500462x476S26507523x463S26511469x464S19a20535x446S19a28441x448
Swim,Crawl stroke,447,M562x582S14c59453x488S14c51512x486S26610456x451S26604516x526S1f759454x420S1f751528x561S26800543x458S26830445x455S26830550x500S14c50538x418S1f759438x550S26714438x493S26710459x518S2fd04483x500S26604517x455
cream,,741,M514x525S1ed10486x476S2e500491x498
crown,crowned,581,M526x518S30000482x483S1c040510x456S1c048474x456S22a04507x441S22a14480x441S2fb00492x434
crucify,,580,M581x563S15d39451x437S20b00463x457S26702474x443S20307518x438S15d31519x486S26716481x492S20b00517x506S20307456x488S14c26550x540S14c2e419x539
Cry,"weep, Onions",568,M542x548S22f04517x514S31400482x483S10008488x518S10000498x499S22f14461x519S20e00523x499S20e00468x505S2fb05508x531
cry,"tears, weep, theme: contact symbols",401,M533x577S34100482x482S31400482x482S10001508x498S10009470x504S20e00515x531S20e00472x537S22f04508x545S22f14466x553S2fd00492x571
Currency,Money,516,M532x560S2c600513x511S30004482x483S20500495x519S14c20497x529
Haircut,"hair stylist, cut hair, hairdresser",521,M550x529S30007482x483S10e10521x481S22712540x478S26504523x514
D,,179,M514x519S10018486x489S1ec10491x481
D,,676,M533x577S34800497x483S1ed10499x541S35d00467x483S10018495x547
D,,677,M515x518S10018485x488S1ed10489x482
Dad,,241,M514x519S10018486x489S1ec10491x481
Dance,,567,M529x530S10e04489x484S15d3a471x511S27206510x470
Dark,"Night, Goes Dark, evening, Darkness",537,M526x529S28903473x502S2ff00482x483S15a01503x501
Night,Dark night,538,M542x564S28903517x534S2ff00482x483S15a09465x496S28903504x521S2891b472x521S2891b460x535S15a01512x496S2fb04494x558
date,,780,M518x535S30004482x483S1f700493x520S20600468x515
daughter,,742,M516x526S1ed10490x487S10018487x496S20600484x474
Family ;Daughter,"Daughter, theme: cards",337,M515x528S20500499x471S16c10495x488S20500485x471S10018488x498
dawn,,189,M548x525S2ff00482x483S20310526x510S2b700520x481S14c40519x446S21f2a511x438
deaf,,96,M542x523S30006482x482S11511517x496S20500507x468
Dealing card,"play cards, games",469,M535x532S1ea40474x492S1ea4e465x509S26500506x468S26501491x475S26507522x474S2d608500x487
deer,theme:ANIMAL,205,M556x517S30001482x482S30007482x482S14c11499x474S14c19473x474S20500521x470S20500470x469S26507523x455S26511471x458S14c20533x432S14c28451x433
deer,,387,M558x517S2ff00482x482S14c20516x473S14c28459x473S20500509x475S20500480x476S26607536x450S26611439x453
deoderant,,573,M521x558S17d11465x535S36d00479x521S37902461x485S2ff00481x482S2e232488x529
department,,83,M522x546S20500484x455S15a18479x468S15a18479x506S1ec10494x467S10002492x525S20500489x535S23b03504x493
describe handlebars,,498,M535x521S20350481x506S20350503x506S29909507x479S29911466x479
wish,"desire, theme: contact symbols",407,M531x588S2ff00482x482S17d1e492x519S1851e492x563S22a04493x547S21000511x520
makes,"do, fix",632,M514x516S20500486x491S20300499x485S20300499x501
doctor,medical,360,M526x525S20359491x475S37602474x474S1d051503x497S20800490x496
dog,theme:ANIMAL,206,M549x532S20c12522x489S15a1c537x498S36d10479x468
dog,,613,M536x523S11950509x478S11958471x478S22f04511x509S22f14465x509
donkey,theme:ANIMAL,207,M560x520S23710441x453S23704521x499S11540520x463S11544464x481S2ff00482x482
Door Ajar,"open gate, Door open, gate, open door",546,M532x514S15a06468x502S15a02494x502S2d608503x486
door bell,ring the door bell,495,M520x517S15a18480x483S1f520494x488S20600498x506
drawer,,145,M539x518S20330462x481S20330524x481S26504525x503S26514460x501S2fb04489x504
dress,,650,M547x523S36d00479x478S36d00479x515S14c0b467x485S14c03506x486S2c701524x494S2c710453x493
