canonical_gloss,synonyms,sid,FSW
muchas  gracias,,80,M554x534S31400482x483S33e10493x506S15d01508x510S15d09474x511S26600538x502S26610450x503
Nada,nada,82,M570x592S34c00467x483S34c00527x483S35d00497x483S35d00437x483S1ce20548x524S24904539x556
no,"No, NO",130,M509x532S10020492x469S26c02494x505
No,,33,M518x536S10020493x465S22b06488x520S22b02483x505
nombre,,54,M586x577S11549517x550S11541530x550S20500524x536S20500537x536S33b00467x483S34400441x483S34700550x483S35d04414x483S35d04523x483S35000495x483
Nombre,,35,M518x520S11549481x493S11541494x493S20500488x479S20500501x479
nueve,,31,M524x515S14c28476x484S14420502x484
NÚMERO,"número, Número, numero",139,M517x533S1f749488x511S20e00505x501S1f752486x489S26a00483x467
o,O,102,M532x536S17610516x520S34400482x483
Ok,ok,77,M567x558S17610520x542S14010538x528S35d04482x483S34400453x483S34700511x483
olvidar,,96,M652x518S35d04560x483S16002584x476S18541625x473S26506612x474S35d00507x483S30007560x483S30a00560x483S36500454x483S34c00532x483S35c00429x483S20e00573x468S34400404x483S34800480x483
Padre,,12,M530x536S10010486x506S20500520x516S20500507x516S33b00482x482
papá,padre,36,M531x517S20500507x468S15a10519x465S20500496x468S30000482x482
palabra,,47,M603x599S10018480x560S1f010486x560S20600473x542S35c00453x483S35d04539x483S35000397x483S34c00424x483S34c00482x483S35000511x483S34c00567x483S2f900482x594
pastor,,6,M543x534S10002507x482S1000a459x483S24003515x509S2401b454x509S36d00479x466
pavo,"PAVO, Pavo",145,M534x572S33100482x483S20700491x461S22e03515x535S1f402490x543S1f107506x501
persona,,87,M608x595S35000392x483S34700422x483S34400512x483S34c00572x483S35d00542x483S35d04452x483S36100482x483S22b04560x565S1ed26560x532
personas,,89,M623x612S35000377x483S34700407x483S34400497x483S34c00557x483S35d00527x483S35d04437x483S36100467x483S22b04521x572S1ed26522x541S36100587x483S1ed2e460x550S22b04543x572S22b14464x582S22b14443x582S2fd04488x597
PERÚ,,152,M518x518S10e20493x437S20500495x470S2ff00482x483
Perú,,5,M518x517S14027488x448S30000482x482S20600468x469
Perú,,16,M540x561S35000482x483S10e20493x461S20500514x476S37806469x559S37806508x559
Perú,,147,M535x518S30000482x483S10e20495x449S20600513x476
piedra,,68,M596x541S35000405x483S34800436x483S34700467x483S34c00560x483S35d00498x483S35d04529x483S1f700415x513S20600413x530
policía,,106,M633x588S36100512x483S35c00452x483S35000392x483S34400422x483S34800482x483S34800542x483S34c00572x483S30007572x483S14711602x489S20600603x476S1ed26614x526S22b04614x558
policía,,105,M625x518S36100512x483S35c00452x483S35000392x483S34400422x483S34800482x483S34800542x483S34c00572x483S30007572x483S14711604x478S20600579x471
pollo,,97,M588x535S35000436x483S34400529x483S35700498x483S34900467x483S1f420553x520S22114562x511S2f700537x521
QUERER,"Querer, querer",138,M535x532S15038466x468S2fb04493x526S15030509x468S26504515x504S26514473x505
Quien,quien,72,M572x544S15d00542x517S30004529x483S20500562x514S30c00467x483S35d04436x483S34800467x483S34700498x483S35d00529x483S30c00436x483S30c00498x483S30c00529x483
rico,,61,M572x530S31400482x483S1ce10511x483S21100512x516S34000482x483S2c500532x504
rojo,,45,M563x560S11a00448x510S34400527x483S34400467x483S35d04437x483S35800497x483S20e00433x518S22f04443x546
rojo,,156,M518x560S11a00493x510S20e00478x518S22f04488x546S35d04482x483
segundo grado,,15,M521x517S36d00479x482S20500448x489S36d03479x506S10e01460x482S20500435x490
seis,,28,M526x516S14c28475x484S19220505x497
Sicuani,,94,M611x629S34800420x482S34600482x482S34c00513x482S34800575x483S36100389x482S35d04451x482S35d00544x482S15d38435x577S20352456x587S37906469x594S20e00452x605S2c600459x555S19210453x532S37a06521x627S37a06414x627S37806495x627S37806454x627
Silencio,"silencio, SILENCIO",131,M544x537S33b00482x483S20600522x505S10010486x507
sol,,75,M590x518S36100452x483S35c00512x483S34400482x483S17610574x444S14c11534x463S22a03561x458
sordo,,8,M550x529S2ff00482x482S10011529x490S20500518x486S20500505x518
sordo,,25,M541x543S30a00482x483S35010495x507S10011520x495S10000485x513S20500526x486S20500476x516S2d500511x530
sordo,,73,M601x543S34400452x483S34400542x483S10011580x498S10000546x513S20500585x487S20500541x515S2d500567x530S36100422x483S35d00512x483S35d04482x483
sábado,,107,M593x586S34c00437x483S34c00497x483S34400557x483S36100407x483S35d00527x483S35000467x483S20320538x539S37800545x554S27102564x538
Sí,sí,78,M584x556S36100467x473S34800498x473S20320535x508S37800541x523S36a20507x507S37802525x524S26b00557x507
Sí,sí,98,M588x565S34800498x483S36100467x483S26b00561x520S20320540x521S37800547x533
"Tiempo (fútbol, voley)","tiempo, TIEMPO",136,M529x521S15a18482x494S15a52472x480S20500506x493S20500519x493
tres,,19,M510x515S1cd20490x485
uno,,17,M507x515S10020492x485
vaso,,115,M565x617S15d39495x590S34c00467x483S34400529x483S36500436x483S36100498x483S16d40495x569S22b00496x533S2f900486x612S20500516x579
verde,,9,M575x575S34700539x483S34700454x483S36500425x483S35d00511x483S35d04483x483S10e20529x540S27102552x535
verde,,154,M508x537S10e20492x463S26502492x511S26506493x523S26506492x497
viejo,,84,M603x534S36500420x483S34700482x483S34400544x483S34800451x483S35800513x483S20342556x519S37806571x525S20600577x511
viernes,,110,M646x535S36500399x483S34800427x483S34700538x483S35d04483x483S35d00511x483S34a00456x483S36100566x483S10e20602x505S20e00606x495S26a04619x507
viernes,,159,M543x550S36500482x483S20e00522x484S10e20521x501S26a04516x536S2fb01506x504
votar,"VOTAR, Votar",143,M522x524S17e48478x509S18052491x476S20700504x505
Yo,,14,M521x529S10044491x488S20500507x518S36d00479x472S26504505x497
Yo,yop,113,M533x574S19a52498x533S34400497x483S35700467x483S20500492x563
Yo,yo,114,M533x574S19a52498x533S34400497x483S35700467x483S20500492x563
Yo,yo,117,M534x587S1b852502x550S34400498x483S35700467x483S20500496x576
zapato,,56,M596x578S34400560x483S34c00436x483S34c00498x483S35000467x483S36100405x483S35d00529x483S20350502x563S20358480x563S20600488x546
árbol,,66,M576x639S35000482x483S37800529x594S14c10519x564S15d1a515x620S20500544x627S2e100520x534S35d04453x483S35c00540x483S34c00424x483S34400511x483
