canonical_gloss,synonyms,sid,FSW
Bruder,,2,M520x535S10050500x505S21100493x465S10058482x505S27120481x484
danke,,32,M537x542S31400482x483S34c00482x483S15d00495x515S26600521x496S20500481x517
Mutter,,1,M528x549S30005482x482S11510513x519S30003482x482S20500518x505S20500476x508S2d600486x521
Sohn,,3,M542x540S22b04514x510S21100529x514S1ce12498x483S36d00479x461
Vater,,4,M535x539S20500494x515S20500495x470S11542504x524S30000482x482S30004482x482S22b00519x482
