canonical_gloss,synonyms,sid,FSW
นกเค้ากู่/นกฮูก,collared scops owl,505,M545x547S31400482x453S16d10502x457S16d18480x456S2a308522x449S2a310454x449S2ff00482x512S1f100505x519S1f108466x519S22e07504x498S22e11477x498S22104524x492S22104464x492
สี,color,677,M525x531S15d48476x469S18040494x482S21100496x500S26c00489x516S22104497x472S22100509x472
ดาวหาง,comet,278,M544x550S2ff00482x491S30157502x475S30153508x483S18520519x493S2f720478x534S22d03493x502
ธรรมดา,"common, ordinary",124,M522x520S14c50478x482S2710a507x480
นกขมิ้นน้อยธรรมดา,Common Iora,554,
นกเอี้ยงสาริกา,Common Myna,572,
ติดต่อสื่อสาร,"contact, communicate",146,M553x521S33b00482x483S19a01503x499S26607531x480
เปรียบเทียบ,compare,367,M545x529S15a20506x502S15a20483x502S27100505x485S27114456x484S2fc00493x471
computor,,34,M553x536S15818477x464S22500507x491S27207520x502S36d01479x492S14c51496x509S22500496x491
กลุ่มดาว,constellation,293,M548x621S32100482x483S18520505x478S22130503x467S22130465x467S22a06533x478S22a12452x478S18528470x478S22a16468x536S15a18486x527S22a02518x536S16d20498x532S10021495x578S10029475x578S20e00494x564S22b26488x605S23406528x570
รัฐธรรมนูญ,constitution,184,M550x510S17230500x490S17238483x490S26606520x494S26612450x494
กฎหมายรัฐธรรมนูญ,constitutional law,190,
นกตีทอง,coppersmith barbet,517,M542x638S33b00482x418S1f420462x443S22104462x433S15d27519x470S15d2f458x470S22e04519x496S22e14464x496S33200482x548S14410501x532S22b06494x596S22520494x517S21100478x597S14402477x616
นกกาน้ำ (กลุ่ม),cormorants,494,M546x621S33b00482x483S1f420462x508S22104462x498S15d27519x535S15d2f458x535S22e04519x561S22e14464x561S18050516x606S18058454x606S26500521x588S26510465x588
ประเทศ,country,336,M520x534S28b0b481x472S37700493x493S15d01497x511S15d28488x466
ไวรัสโควิด-19,COVID-19 virus,657,M526x532S20416505x517S15550504x486S22520494x469S2ea36474x489
ปู,crab,591,
สีครีม,cream (color),691,M526x563S2ff00482x483S15d10507x498S21100506x528S26904505x545
จระเข้,crocodile/alligator,355,M557x552S36100482x483S15114484x520S15118484x536S22f04517x520S22f10517x538S2fc06546x529
อีกา,"crow, raven",463,M560x575S30a00482x426S34f10494x445S1f420462x449S22104462x439S30a00482x477S34f10494x496S15a19532x488S15a11445x488S22e04532x514S22e04451x514S30a10483x540S10002512x552S22a06545x553S22106519x537
น่ารัก,cute,306,M567x518S30006482x483S15610518x489S21600539x489S20e00537x499S22f06553x488
สีเข้ม,dark (color),696,M533x554S35000482x483S30c30489x489S20300518x519S26504519x539S2f900509x539
สีน้ำเงิน,dark blue,679,M518x520S1fc20503x489S23602483x481
สีน้ำตาลเข้ม,dark brown,689,M526x590S2ff00482x483S14720512x493S20e00513x518S22a04513x532S20300493x554S26504493x575S2f900506x574
วัน,day,262,M526x534S15a1a498x522S37700518x496S10010511x466S28a09476x482S37706474x527S20500474x514
กลางวัน,daytime,302,M561x565S2fc00493x529S18518482x545S28909514x516S28911459x515S14c20538x496S14c28439x495S18510493x550S31a00482x483
Deaf,,45,M540x572S15a50485x545S15a50498x545S2ff00482x482S22a03512x531S10011519x503
Deaf,,46,M542x536S2ff00482x482S20500521x495S20500498x519S11511517x509
หูหนวก,"คนหูหนวก, deaf, Deaf",599,M542x526S33010479x483S11511517x499S33d10488x504
ธันวาคม,"ธ.ค., December",252,M541x541S10120525x508S1002a501x499S20308464x487S10e28481x472S2c614481x515S22a11479x509S2df16459x460S21b00485x462S20e00510x517
กวาง,deer,357,M537x518S30a00482x483S14c20514x472S14c28463x472
ประชาธิปไตย,democracy,180,M549x554S17230499x441S17238482x441S26606519x445S26612449x445S15a20524x509S2ff00482x483S15a28463x487S23600510x537S23614450x517S2fc03493x527
die,,11,M508x544S10610492x477S21600498x456S26604492x514
ตาย,die,532,M512x522S10a10497x496S21600488x493S22a04498x478
ยาก,"hard, difficult",198,M523x573S10602497x526S1060a478x533S22f04490x559S20500498x545S36904480x481S30c30489x487S34f10495x501
หาร,divide (math),329,M525x519S1001a475x490S1ed20499x482S26500510x504
ฎ,"ฎ.ชฎา, Do Chada",93,M508x532S10120492x468S10020492x502
ด,"ด.เด็ก, Do Dek",101,M508x515S10120492x485
