canonical_gloss,synonyms,sid,FSW
Pferd,,13083,M545x600S35000467x482S36500497x482S20350496x560S20350506x536S2320c519x559S23214484x580S21414460x535S21410460x554
rwth200238,,19203,M553x523S14729448x499S15a11479x491S22b06506x478S15a10541x485S22b02504x492S22a02505x510S20500468x499
Präparat,,17251,M602x575S35000399x483S34a00455x483S35000509x483S34c00538x483S35d04427x483S35d04566x483S1f030445x538S1f038412x538S26506477x538S26512393x539S11511566x525S1151a526x560S28903541x528S20500558x551
wach,,8500,M552x518S22100460x491S22100527x491S34c10497x503S31400482x482S1f418446x502S1f410523x503
Gesetz,,8005,M547x579S20602488x545S34700481x482S36100511x482S15d18468x532S22a04498x564S20500487x526S18000490x539S35d04453x482
Fliesen,,15394,M592x608S34800468x483S34700527x482S36500408x482S35c00438x483S36100498x483S35d00556x483S15a20428x566S15a20445x566S26806460x592S26f00461x579
Appetit,,21800,M549x549S1ce01452x526S36a00452x478S20500464x520S20500475x521S34700513x477S34c10466x496S35000483x477
mehr,,17780,M569x556S14c11505x529S14c19471x529S30a00482x483S33b10492x509S28a0a533x523S28a12433x520
rwth11007,,20343,M536x522S15d49488x479S22a16465x493S18501498x486S26501523x508S20500490x511
Mann,,13669,M584x518S34c00480x483S33b00452x483S30007511x482S18510545x485S22104552x476S26507571x466S35d00511x482
Konsiliaruntersuchung,,15080,M626x604S35d04383x483S35d00442x483S21800523x529S35d00580x483S34400413x483S21800608x526S21800586x527S34800499x482S36100470x482S34600550x483S22b14552x574S22b04598x571S11810599x540S11818551x542S21800546x529S15d31439x534S15d39413x521S27100437x559S27114395x548
rwth201325,,21572,M566x572S2ff00482x483S37906483x528S22a10460x557S21100459x537S1800a479x540S18002512x542S22a00538x557S21100536x536S26504552x537S20500556x560
aber,,13146,M540x519S10020525x489S34c00482x482S30a00482x482
Haft,,15647,M547x554S34c00453x482S36500483x482S35d00511x482S14401493x524S14409472x525S20500517x519
unabdingbar,,20792,M591x585S34600409x483S35d00439x483S35000496x483S2f900453x580S35d00527x482S34800555x482S30c30416x489S30c30447x490S30c30476x488S30c30505x489S30c30533x488S30c30563x488S20302510x542S20304475x542S37806524x548S37806443x549S23404506x564S23414453x563S2f900531x580S2f900518x580S2f900505x580S2f900479x580S2f900466x580S34c00469x482
Handtuch,,12673,M587x608S34c00413x481S35d00443x482S35d00494x483S34600523x484S35800551x484S10021452x532S10029415x533S23c04473x564S23c1c410x567S1f702549x532S1f70a530x549S21100552x556S21100530x572S23604548x569S23614518x591S36d00525x526
Bügel,,24048,M578x600S35000422x482S34600453x482S34700512x482S35d04482x482S35c00542x483S1f020501x534S1f028466x533S1f026551x571S1f02e432x571S2890b535x545S28913434x542S2890b546x537S28913422x534
rwth200817,,20967,M591x587S15d10537x521S15d10572x499S2e706544x508S15d11545x483S2ff00482x483S15d1a495x565S26511462x574S26515474x569
Würfel,,13610,M595x612S34600434x482S34700528x482S36500405x482S35d04464x483S36500499x482S35c00559x482S15d40457x544S15d48409x543S22a04456x579S22a14414x578S15d02501x575S15d0a504x532S22a04509x554S22a14512x597S15d52563x528S15d3a560x579S22a04574x549S2f900575x564S2f900567x601
Doppelintegral,,13150,M618x578S34800410x483S35d00440x483S35c00555x483S35d04500x482S34700470x483S34c00528x483S29a0c600x543S11820595x509
Deutschland,,4399,M523x550S10020493x459S2ff00482x483S20500478x475S37a06475x548S35d00482x483
rief,,16283,M564x524S35d04453x483S34800481x483S36500511x483S18217547x499S1821f437x498
Stahlbeton,,5201,M597x589S37706572x532S37706528x567S20300558x526S20300555x560S22a04449x541S35c00488x482S35000531x481S34700558x481S11549442x562S11541455x521S20b00573x555S22a04557x543S34500405x483S34c00460x483S35d00433x483S20500469x561
rwth10801,,20076,M556x557S14c12525x525S2d200527x491S14c20528x443S14c1b444x531S2d211454x495S14c28453x445S2fb04496x506
Geschäftsführer,,10013,M632x594S27114383x563S2fb04424x586S35d04381x481S34700410x481S34500438x482S34600519x483S36500490x483S27100429x555S35d04583x484S1ea0e424x524S1ea06397x533S1ce20521x528S1ce28500x528S26626542x544S1ed26613x530S22b04614x564
rwth10484,,19764,M573x531S20302493x500S2030a499x516S22b07517x488S22b11465x501S14c10550x469S14c18428x469
Klassizismus,,5442,M560x597S16d40514x533S16d48468x532S22b04515x567S22b14468x565S35d04440x482S35c00468x482S34c00496x482S36100524x483
