canonical_gloss,synonyms,sid,FSW
tavata,,169,M550x543S10010535x463S10018449x513S26603516x457S26607468x504
tavata piirros,,108,M538x533S10010523x468S10018463x503S26503503x478S26507481x499
Tietää,,175,M552x549S30007482x483S15a11529x485S20600513x538
Tietää,,176,M547x518S2ff00482x483S15a11524x476
Tietää,,177,M544x518S2ff00482x483S15a11521x474S20600496x458
tietää,,107,M537x518S14c00514x487S30a00482x483S2d500514x480S2d500509x472S20500498x473
tietää,,161,M537x517S14c00514x486S30a00482x482S2d500514x479S2d500509x471S20500498x472
tietää,,167,M518x540S14c00443x509S30a00482x482S20500478x476S2d508455x482S20500487x470S2d508456x490
tietää,,170,M518x537S14c18443x506S30a00482x482S20500478x471S20500489x463S2d508454x485S2d508452x474
tietää piirros,,110,M561x518S30a00482x483S20500498x478S20500510x478S2d500520x484S2d500519x473S14c00538x484
tiistai,,158,M537x520S19220496x501S1f240463x502S2a204514x480
torstai,,159,M524x509S17610508x493S1f240475x491
u,,9,M507x515S11520492x485
uskomatonta,,8,M521x549S19a40488x450S15a37479x526S29f00496x479S20b00508x533
Valerie,,23,M517x546S15a06482x453S10e20490x477S2450a486x528
viittoa ( = to sign),,37,M523x538S14c40499x461S14c48476x475S2ea00506x499S2ea4c482x512S2fb04501x532
Viittomakieli (=Sign Language),,39,M543x550S14c49457x471S14c10481x519S14c43516x450S2ef00467x501S26607488x478
virta,,46,M546x546S14c21484x520S14c21519x497S26601481x454S26611453x478S22531468x501S22531500x473
äiti,,22,M552x551S30004449x482S1ea14459x530S1ea10520x527S30004516x482S20500461x518S20500530x519S2d200486x511
äiti,,25,M537x532S30000482x482S30004482x482S20500494x469S20500496x521S1ea10514x467S22a04519x491
